#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c19-Potency_&#956;M","p450-cyp2c19-Curve_Description","p450-cyp2c19-Fit_LogAC50","p450-cyp2c19-Fit_HillSlope","p450-cyp2c19-Fit_R2","p450-cyp2c19-Fit_InfiniteActivity_%","p450-cyp2c19-Fit_ZeroActivity_%","p450-cyp2c19-Fit_CurveClass","p450-cyp2c19-Excluded_Points","p450-cyp2c19-Max_Response","p450-cyp2c19-Activity at 0.0007 uM_%","p450-cyp2c19-Activity at 0.00160 uM_%","p450-cyp2c19-Activity at 0.00368 uM_%","p450-cyp2c19-Activity at 0.00820 uM_%","p450-cyp2c19-Activity at 0.018 uM_%","p450-cyp2c19-Activity at 0.041 uM_%","p450-cyp2c19-Activity at 0.091 uM_%","p450-cyp2c19-Activity at 0.204 uM_%","p450-cyp2c19-Activity at 0.457 uM_%","p450-cyp2c19-Activity at 1.022 uM_%","p450-cyp2c19-Activity at 2.286 uM_%","p450-cyp2c19-Activity at 5.111 uM_%","p450-cyp2c19-Activity at 11.43 uM_%","p450-cyp2c19-Activity at 25.56 uM_%","p450-cyp2c19-Activity at 57.14 uM_%"
4711,4244754,3239309,"NCGC",,Unspecified,,,"",2009/07/08,2,42,17.7828,Partial curve; high efficacy,-4.75,1.21,0.9503,-167.619,-24.0607,-2.1,0 0 0 0 0 0 0,-139.6823,,,-35.1932,,-15.5462,,-35.222,,-9.7655,,-40.0208,,-75.4683,,-139.682
4712,4244708,3239273,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.41254,Complete curve; high efficacy,-5.85,2.0479,0.9957,-105.681,-28.7631,-1.1,0 0 0 0 0 0 0,-108.0753,,,-25.5299,,-32.2494,,-28.4908,,-35.3487,,-84.3052,,-102.174,,-108.075
4713,4244593,3239169,"NCGC",,Unspecified,,,"",2009/07/08,2,45,6.30957,Partial curve; high efficacy,-5.2,1.4641,0.9572,-158.627,-3.2159,-2.1,0 0 0 0 0 0 0,-145.5887,,,1.8143,,15.2041,,-19.4308,,-21.3705,,-23.6917,,-116.601,,-145.589
4714,4244568,3239146,"NCGC",,Unspecified,,,"",2009/07/08,2,45,6.30957,Partial curve; high efficacy,-5.2,1.21,0.9364,-155.693,-1.6726,-2.1,0 0 0 0 0 0 0,-143.6826,,,-9.7768,,-14.7134,,-7.8027,,23.5767,,-45.4267,,-101.431,,-143.683
4715,4244564,3239144,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.707946,Complete curve; high efficacy,-6.15,1.1,0.991,-142.705,8.9481,-1.1,1 0 0 0 0 0 0,-145.0194,,,31.0542,,0.2399,,4.1164,,-54.3981,,-108.528,,-131.293,,-145.019
4716,4244549,3239130,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.794328,Complete curve; high efficacy,-6.1,0.6,0.966,-158.143,-28.0944,-1.1,0 0 0 0 0 0 0,-146.9074,,,-25.9323,,-52.745,,-44.9462,,-91.1303,,-106.965,,-140.332,,-146.907
4717,4244546,685244,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; partial efficacy,-4.55,1.6604,0.964,-97.1455,-7.6394,-2.2,1 0 0 0 0 0 0,-76.255,,,25.64,,0.1392,,-14.4424,,-5.9868,,-14.1043,,-22.9236,,-76.255
4718,4244501,3239085,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,3.132,0.9901,-101.165,3.3115,-1.1,1 0 0 0 0 0 0,-99.2007,,,-49.7836,,9.5206,,-5.1602,,6.5066,,-25.874,,-100.862,,-99.2007
4719,4244500,3239084,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.5095,0.9903,-114.953,4.0643,-2.1,0 0 0 0 0 0 0,-107.4067,,,6.5523,,-4.0623,,4.8289,,8.716,,-10.259,,-60.7745,,-107.407
4720,4244485,3239074,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.8851,0.9412,-126.998,-24.9846,-2.1,0 0 0 0 0 0 0,-121.4912,,,-19.6109,,-44.2942,,-14.1091,,-26.702,,-25.5123,,-78.6028,,-121.491
4721,4244484,3239073,"NCGC",,Unspecified,,,"",2009/07/08,2,40,39.8107,Partial curve; high efficacy,-4.4,4.9549,0.9214,-112.625,-25.4299,-2.1,0 0 0 0 0 0 0,-100.3698,,,-28.9956,,-24.8038,,-30.2076,,-40.1788,,-23.1923,,-13.9935,,-100.37
4722,4244479,3239068,"NCGC",,Unspecified,,,"",2009/07/08,2,90,1.41254,Complete curve; high efficacy,-5.85,1.2475,0.9951,-153.875,4.1516,-1.1,0 0 0 0 0 0 0,-155.9065,,,-4.3721,,10.1591,,-1.6982,,-25.3458,,-98.2975,,-139.492,,-155.906
4723,4244427,3239025,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; partial efficacy,-5.2,0.4,0.9234,-97.8858,19.5095,-2.2,0 0 0 0 1 0 0,-73.7884,,,19.6081,,9.3775,,-6.1893,,-13.9492,,47.3298,,-31.174,,-73.7884
4724,4244408,674163,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,2.7202,0.9865,-73.6491,-11.7147,-2.2,1 0 0 0 0 0 0,-71.9177,,,17.7432,,-16.7532,,-12.2612,,-8.6572,,-9.8338,,-34.5119,,-71.9177
4725,4244375,3238982,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.707946,Complete curve; high efficacy,-6.15,0.8,0.9989,-151.715,1.8691,-1.1,0 0 0 0 0 0 0,-146.258,,,-2.3036,,-2.0477,,-25.3173,,-61.141,,-108.856,,-137.668,,-146.258
4726,4244352,3238963,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1.41254,Complete curve; partial efficacy,-5.85,1.6266,0.9812,-75.2352,-14.067,-1.2,0 0 0 0 0 0 0,-73.0666,,,-15.9957,,-7.3335,,-20.6579,,-21.7382,,-56.7791,,-75.0017,,-73.0666
4727,4244342,3238953,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,0.7,0.9446,-104.898,-8.1878,-1.1,0 0 0 0 0 0 0,-92.6751,,,-15.4754,,4.2031,,-26.8101,,-25.9553,,-48.7296,,-79.0043,,-92.6751
4728,4244314,3238930,"NCGC",,Unspecified,,,"",2009/07/08,2,61,7.94328,Complete curve; partial efficacy,-5.1,4.095,0.9264,-65.6055,-22.7058,-1.2,0 0 0 1 0 0 0,-64.9408,,,-18.4781,,-15.647,,-31.7767,,-1.645,,-25.9072,,-57.991,,-64.9408
4729,4244291,3238908,"NCGC",,Unspecified,,,"",2009/07/08,2,44,10,Partial curve; high efficacy,-5,0.6,0.978,-189.95,24.7448,-2.1,0 0 0 0 0 0 0,-144.0703,,,23.9421,,10.6238,,26.5837,,-12.1952,,-39.936,,-78.501,,-144.07
4730,4244259,3238881,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,3.1925,0.9151,-99.4121,2.4079,-2.1,0 0 0 0 0 0 0,-99.3978,,,-5.1202,,-19.4475,,10.2556,,20.9979,,3.7642,,-58.4683,,-99.3978
4731,4244229,3238851,"NCGC",,Unspecified,,,"",2009/07/08,2,45,6.30957,Partial curve; high efficacy,-5.2,1.1,0.9436,-154.756,7.7302,-2.1,0 0 0 0 0 0 0,-141.8471,,,-7.65,,29.9351,,-10.7254,,13.3627,,-40.1385,,-95.9411,,-141.847
4732,4244228,3238850,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1.2475,0.9906,-73.8185,18.1238,-2.2,0 0 0 0 0 0 0,-64.5888,,,20.1536,,13.9029,,15.0931,,21.6489,,4.293,,-31.6886,,-64.5888
4733,4244219,3238842,"NCGC",,Unspecified,,,"",2009/07/08,2,41,19.9526,Partial curve; high efficacy,-4.7,2.0479,0.9514,-132.925,-0.6385,-2.1,0 0 0 0 0 0 0,-118.7523,,,-10.4068,,6.3537,,-16.6101,,8.9489,,8.0922,,-33.7701,,-118.752
4734,4244215,717668,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.54813,Partial curve; partial efficacy,-5.45,0.9,0.9799,-88.2959,23.3643,-2.2,0 0 0 0 0 0 0,-77.6551,,,31.016,,19.4439,,15.8535,,3.1368,,-13.3271,,-65.9068,,-77.6551
4735,4244193,3238821,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.4641,0.9946,-98.9874,-6.0843,-1.1,1 0 0 0 0 0 0,-98.3228,,,-35.1437,,-10.2229,,-1.5928,,-14.879,,-48.4546,,-89.7057,,-98.3228
4736,4244188,3238816,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,0.7,0.9662,-106.238,-2.9017,-2.1,1 0 0 0 0 0 0,-81.5301,,,-34.0669,,2.4873,,-16.6694,,-8.7071,,-28.5099,,-54.3567,,-81.5301
4737,4244148,3238785,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.6266,0.9912,-131.701,-32.4921,-2.1,0 0 0 0 0 0 0,-126.537,,,-25.8178,,-32.8844,,-38.1084,,-34.3196,,-43.1855,,-95.9312,,-126.537
4738,4244144,3238782,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.99526,Complete curve; high efficacy,-5.7,1.8851,0.963,-123.533,8.9232,-1.1,0 0 0 0 0 0 0,-124.013,,,9.5666,,-14.7185,,24.7065,,8.3528,,-66.923,,-118.653,,-124.013
4739,4244136,748847,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.77828,Complete curve; high efficacy,-5.75,3.9295,0.9544,-135.796,-4.0921,-1.1,1 0 0 0 0 0 0,-152.7204,,,-26.1326,,-1.9487,,-20.9451,,10.9624,,-99.3854,,-119.794,,-152.72
4740,4244134,3238773,"NCGC",,Unspecified,,,"",2009/07/08,2,41,19.9526,Partial curve; high efficacy,-4.7,2.1876,0.9466,-104.224,17.089,-2.1,1 0 0 0 0 0 0,-92.9561,,,29.635,,-1.1362,,25.2643,,29.1079,,14.4599,,-10.7785,,-92.9561
4741,4244080,3238730,"NCGC",,Unspecified,,,"",2009/07/08,2,84,4.46684,Complete curve; high efficacy,-5.35,3.6772,0.9534,-110.327,-19.2046,-1.1,1 0 0 0 0 0 0,-114.855,,,-69.6417,,-35.9822,,-14.8096,,-7.0174,,-29.3945,,-103.018,,-114.855
4742,4244065,3238717,"NCGC",,Unspecified,,,"",2009/07/08,2,45,6.30957,Partial curve; high efficacy,-5.2,1,0.9971,-146.709,-4.0225,-2.1,1 0 0 0 0 0 0,-132.5731,,,28.0844,,-2.2662,,-10.3459,,-9.7876,,-43.896,,-95.6379,,-132.573
4743,4244036,3238694,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.5936,0.9542,-162.061,1.4129,-2.1,0 1 0 0 0 0 0,-123.2769,,,-11.8243,,87.6038,,5.3684,,18.0116,,-11.7472,,-27.5807,,-123.277
4744,4244016,3238675,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.2475,0.9579,-101.425,13.2329,-2.1,0 0 0 0 0 0 0,-90.7541,,,-1.094,,16.4374,,15.6738,,24.3147,,-7.8198,,-46.6666,,-90.7541
4745,4244010,3238669,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,2.4064,0.9197,-138.264,-3.7046,-2.1,0 0 0 0 0 0 0,-133.7431,,,6.6855,,-3.3378,,-32.8749,,14.4401,,-3.5647,,-54.3574,,-133.743
4746,4243993,5771358,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1.2876,0.9953,-115.343,26.316,-2.1,0 0 0 0 0 0 0,-109.7512,,,32.4973,,19.6011,,25.4584,,22.2194,,-17.3601,,-83.064,,-109.751
4747,4243953,3238620,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.3987,0.9885,-142.473,7.9426,-2.1,1 0 0 0 0 0 0,-126.5495,,,-31.3142,,17.8616,,-0.1003,,3.2584,,-2.5726,,-62.023,,-126.549
4748,4243947,3238616,"NCGC",,Unspecified,,,"",2009/07/08,2,43,4.46684,Partial curve; partial efficacy,-5.35,1.3437,0.9782,-80.303,20.8552,-2.2,1 0 0 0 0 0 0,-78.5054,,,33.822,,10.7161,,28.4445,,20.866,,-11.3333,,-55.0919,,-78.5054
4749,4243940,3238610,"NCGC",,Unspecified,,,"",2009/07/08,2,46,4.46684,Partial curve; high efficacy,-5.35,1.1,0.9551,-146.733,-13.8413,-2.1,0 0 0 0 0 0 0,-141.7039,,,-27.4782,,-23.6978,,3.9942,,-18.1035,,-62.5308,,-107.086,,-141.704
4750,4243934,3238604,"NCGC",,Unspecified,,,"",2009/07/08,2,44,11.2202,Partial curve; high efficacy,-4.95,0.7,0.9684,-182.974,4.7121,-2.1,0 0 0 0 0 0 0,-139.3889,,,17.6803,,0.4346,,-18.756,,-15.7155,,-32.2611,,-91.64,,-139.389
4751,4243842,3238517,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.2221,0.9494,-109.955,1.3006,-1.1,0 0 0 0 0 0 0,-108.4286,,,-9.9188,,21.6316,,-11.8338,,-4.9691,,-49.4995,,-91.3004,,-108.429
4752,4243832,3238509,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,2.4064,0.9809,-68.1301,-5.352,-2.2,1 0 0 0 0 0 0,-65.2547,,,18.0593,,-9.7549,,-7.3729,,-0.7514,,-2.7289,,-30.3585,,-65.2547
4753,4243770,3238452,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.562341,Complete curve; high efficacy,-6.25,0.5,0.9967,-122.66,23.5136,-1.1,0 0 0 0 0 0 0,-108.246,,,12.3364,,5.0017,,-22.5413,,-45.3154,,-71.7979,,-98.6895,,-108.246
4754,4243723,3238411,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.9887,0.9904,-140.788,3.004,-2.1,0 0 0 0 0 0 0,-138.6014,,,-0.1708,,-6.0314,,6.4813,,11.5985,,-6.1205,,-84.2656,,-138.601
4755,4243713,2302374,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,0.6,0.9606,-90.0585,2.5381,-2.2,0 0 0 0 1 0 0,-68.8305,,,5.7887,,-8.5252,,3.3884,,-13.3592,,39.7565,,-41.885,,-68.8305
4756,4243699,3238389,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.51189,Complete curve; partial efficacy,-5.6,2.3332,0.99,-68.2126,16.4002,-1.2,0 0 0 0 0 0 0,-67.2605,,,9.1293,,15.8674,,18.0587,,20.7427,,-21.6312,,-66.983,,-67.2605
4757,4243523,3238233,"NCGC",,Unspecified,,,"",2009/07/08,2,45,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9795,-166.702,-15.4683,-2.1,1 0 0 0 0 0 0,-150.3211,,,-104.935,,-18.5532,,-26.1413,,-6.2888,,-47.5579,,-113.201,,-150.321
4758,4243438,3238162,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,2.6384,0.9943,-63.3333,4.836,-1.2,0 0 0 0 0 0 0,-66.9378,,,4.6,,3.5559,,6.3424,,4.8405,,-12.8528,,-56.5061,,-66.9378
4759,4243433,3238158,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; high efficacy,-4.65,1.9673,0.9548,-117.444,-11.1922,-2.1,0 0 0 0 0 0 0,-102.9781,,,-16.5259,,-24.1987,,-10.0762,,-0.8131,,-7.949,,-32.8335,,-102.978
4760,4243422,3238148,"NCGC",,Unspecified,,,"",2009/07/08,2,85,4.46684,Complete curve; high efficacy,-5.35,1.8579,0.9889,-138.897,7.1861,-1.1,0 0 0 0 0 0 0,-139.0356,,,1.4602,,20.6548,,6.6757,,-1.4384,,-28.5106,,-115.121,,-139.036
4761,4243385,3238115,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.707946,Complete curve; high efficacy,-6.15,1.2221,0.997,-88.4432,21.3179,-1.1,0 0 0 0 0 0 0,-87.2601,,,24.9393,,14.7669,,13.816,,-18.9818,,-67.859,,-85.7613,,-87.2601
4762,4243380,3238111,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,2.4064,0.9652,-63.0696,2.5163,-2.2,0 0 0 0 0 0 0,-61.2674,,,0.9103,,8.4076,,5.9838,,-6.3094,,2.0323,,-22.5739,,-61.2674
4763,4243372,3238104,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,2.1876,0.9584,-94.8257,-0.5555,-1.1,0 0 0 0 0 0 0,-101.7034,,,-18.1739,,9.3922,,7.1661,,-19.6857,,-83.2055,,-88.626,,-101.703
4764,4243362,3238096,"NCGC",,Unspecified,,,"",2009/07/08,2,86,4.46684,Complete curve; high efficacy,-5.35,1.2876,0.9708,-153.044,4.2356,-1.1,0 0 0 0 0 0 0,-146.5967,,,1.0267,,22.829,,-15.3277,,1.756,,-44.8206,,-117.963,,-146.597
4765,4243356,2049501,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,0.8,0.9635,-96.2929,10.147,-2.1,0 0 0 0 0 0 0,-83.6264,,,10.2155,,17.8432,,-9.5359,,-2.7032,,-28.6615,,-67.4448,,-83.6264
4766,4243337,3238071,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,4.9549,0.913,-114.652,-23.4873,-2.1,0 0 0 0 0 0 0,-115.0788,,,-26.2721,,-38.5025,,-10.8904,,-41.531,,-17.8767,,-83.1345,,-115.079
4767,4243328,3238064,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.8,0.9447,-110.994,21.2075,-2.1,1 0 0 0 0 0 0,-83.1934,,,44.0318,,22.9657,,28.4248,,-6.0577,,1.3326,,-42.5185,,-83.1934
4768,4243300,5771339,"NCGC",,Unspecified,,,"",2009/07/08,2,40,17.7828,Partial curve; partial efficacy,-4.75,1.8851,0.981,-79.8467,5,-2.2,0 0 0 0 0 0 0,-73.5037,,,7.7566,,1.2769,,7.4491,,10.0732,,-3.2763,,-21.3734,,-73.5037
4769,4243252,3237997,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,2.4064,0.9595,-120.128,11.6548,-2.1,0 0 0 0 0 0 0,-118.3176,,,16.7821,,0.1663,,27.3673,,-1.7614,,12.5321,,-34.4811,,-118.318
4770,4243237,3237984,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.3443,0.9364,-121.315,7.3749,-2.1,0 0 0 0 0 0 0,-111.711,,,-2.849,,-8.5351,,21.0272,,22.3782,,-18.1065,,-65.9064,,-111.711
4771,4243198,3237952,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.9,0.9811,-98.114,25.3822,-2.2,0 0 0 0 0 0 0,-73.724,,,25.9513,,17.2452,,27.8049,,27.1761,,-1.7316,,-31.6158,,-73.724
4772,4243142,3237903,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; high efficacy,-4.6,1.6259,0.9731,-178.221,-3.8643,-2.1,0 0 0 0 0 0 0,-142.0772,,,-6.7012,,-15.9803,,-2.8816,,12.4935,,-10.1797,,-42.1174,,-142.077
4773,4243109,3237873,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.316228,Complete curve; high efficacy,-6.5,1.3723,0.9953,-98.0723,10.8039,-1.1,0 0 0 0 0 0 0,-97.3642,,,16.3614,,3.0085,,-6.282,,-57.1095,,-92.9293,,-95.6327,,-97.3642
4774,4243093,3237860,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1.111,0.9836,-117.182,-30.2789,-2.1,0 0 0 0 0 0 0,-103.9536,,,-35.562,,-28.7231,,-28.3315,,-29.5801,,-44.8078,,-65.2014,,-103.954
4775,4243056,3237832,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.5386,0.9248,-121.876,-2.565,-2.1,1 0 0 0 0 0 0,-93.0134,,,58.3566,,9.5876,,5.7867,,-19.1638,,-10.5503,,-24.1627,,-93.0134
4776,4243034,3237813,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,0.7,0.9915,-144.564,13.348,-2.1,0 0 1 0 0 0 0,-109.8765,,,17.247,,7.9302,,-48.5292,,-3.4616,,-27.4175,,-59.2952,,-109.877
4777,4243013,3237795,"NCGC",,Unspecified,,,"",2009/07/08,2,46,4.46684,Partial curve; high efficacy,-5.35,1.21,0.925,-163.139,-14.8534,-2.1,0 0 0 0 0 0 0,-159.0778,,,-9.9484,,-7.6726,,-47.5731,,-0.4833,,-68.3573,,-121.825,,-159.078
4778,4242971,3237758,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.98107,Complete curve; high efficacy,-5.4,1.7529,0.9168,-117.601,-5.1788,-1.1,0 0 0 0 0 0 0,-119.5788,,,-4.5939,,6.8745,,-33.8229,,9.8912,,-39.9834,,-98.2519,,-119.579
4779,4242964,3237754,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.630957,Complete curve; high efficacy,-6.2,1.4641,0.9384,-114.318,-12.0519,-1.1,0 0 0 0 0 0 0,-111.0532,,,-18.4795,,7.6778,,-36.0368,,-43.1233,,-107.983,,-112.841,,-111.053
4780,4242953,3237744,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,3.0654,0.9865,-93.5221,0.2193,-2.1,0 0 0 0 0 0 0,-92.6609,,,3.6858,,-6.7678,,-3.0743,,2.3028,,5.1458,,-39.8701,,-92.6609
4781,4242948,3237739,"NCGC",,Unspecified,,,"",2009/07/08,2,90,1.77828,Complete curve; high efficacy,-5.75,3.99,0.9823,-161.711,-7.9451,-1.1,1 0 0 0 0 0 0,-167.1277,,,46.3406,,-15.1044,,-17.4518,,9.4294,,-123.021,,-154.699,,-167.128
4782,4242937,3237727,"NCGC",,Unspecified,,,"",2009/07/08,2,93,0.707946,Complete curve; high efficacy,-6.15,1.1,0.9671,-160.262,-4.6208,-1.1,0 0 0 0 0 0 0,-152.1635,,,1.8645,,-2.8436,,-39.6901,,-49.6849,,-140.268,,-148.473,,-152.163
4783,4242934,3237724,"NCGC",,Unspecified,,,"",2009/07/08,2,84,7.07946,Complete curve; high efficacy,-5.15,4.095,0.9785,-147.557,8.4866,-1.1,0 0 0 0 0 0 0,-149.1316,,,19.4092,,-11.2977,,7.8932,,20.6004,,4.4529,,-126.032,,-149.132
4784,4242914,3237707,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,1.2221,0.9944,-122.669,-1.129,-2.1,0 0 0 1 0 0 0,-109.7506,,,3.1469,,0.0509,,-7.5877,,78.3038,,-17.3644,,-66.6804,,-109.751
4785,4242891,3237684,"NCGC",,Unspecified,,,"",2009/07/08,2,89,2.81838,Complete curve; high efficacy,-5.55,1.2221,0.9992,-171.695,-2.0036,-1.1,1 0 0 0 0 0 0,-167.9124,,,37.5754,,-5.9374,,-2.3594,,-18.9383,,-74.6258,,-145.199,,-167.912
4786,4242830,3237635,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.562341,Complete curve; high efficacy,-6.25,1.21,0.9948,-81.7897,22.6336,-1.1,0 0 0 0 0 0 0,-83.4268,,,24.3524,,15.4327,,16.7427,,-24.707,,-62.7833,,-78.9041,,-83.4268
4787,4242809,3237618,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,2.3332,0.9987,-162.019,-4.2338,-2.1,1 0 1 0 0 0 0,-158.6832,,,-30.0525,,-7.2766,,-54.9125,,-0.8984,,-9.2288,,-83.7603,,-158.683
4788,4242796,3237605,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; high efficacy,-4.6,1.3723,0.9791,-165.837,-6.7483,-2.1,0 0 0 0 0 0 0,-128.2411,,,-2.4796,,-13.0914,,-3.4184,,-2.6523,,-23.9516,,-41.4694,,-128.241
4789,4242792,3237602,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.9673,0.9572,-96.8327,-13.2963,-2.1,0 0 0 0 0 0 0,-94.4057,,,-25.0771,,-5.3234,,-18.354,,-7.7864,,-14.2378,,-54.892,,-94.4057
4790,4242778,3237590,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.111,0.9653,-107.683,6.444,-2.1,0 0 0 0 0 0 0,-90.1832,,,-3.6367,,3.7523,,17.2165,,9.2081,,-14.149,,-45.9615,,-90.1832
4791,4242750,3237565,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.7202,0.9859,-71.6067,-15.4018,-2.2,0 0 0 0 0 0 0,-70.6824,,,-19.5605,,-17.8974,,-13.3193,,-12.1214,,-15.7032,,-39.8024,,-70.6824
4792,4242740,3237557,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.9,0.9896,-77.4583,4.0515,-2.2,0 0 0 0 0 0 0,-61.6749,,,0.4052,,2.0636,,7.2951,,1.5263,,-11.9378,,-33.8373,,-61.6749
4793,4242719,3237538,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.3437,0.9772,-88.1504,20.958,-2.1,1 0 0 0 0 0 0,-87.6195,,,-84.9449,,10.488,,25.5122,,25.6669,,-11.1865,,-57.7845,,-87.6195
4794,4242708,3237528,"NCGC",,Unspecified,,,"",2009/07/08,2,67,0.251189,Complete curve; partial efficacy,-6.6,1.3723,0.991,-75.658,23.8794,-1.2,0 0 0 0 0 0 0,-77.1783,,,17.8647,,28.4894,,3.1137,,-45.8384,,-66.5388,,-77.6413,,-77.1783
4795,4242675,3237499,"NCGC",,Unspecified,,,"",2009/07/08,2,87,3.98107,Complete curve; high efficacy,-5.4,1.1,0.9596,-161.206,-24.5895,-1.1,0 0 0 0 0 0 0,-150.2654,,,-8.6936,,-31.778,,-42.1008,,-38.659,,-63.4507,,-137.651,,-150.265
4796,4242659,3237485,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1.21,0.9671,-83.5892,-5.8254,-2.2,0 0 0 0 0 0 0,-76.0531,,,-11.3013,,-7.5303,,-6.5969,,2.2008,,-22.3221,,-48.2817,,-76.0531
4797,4242655,3237481,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,0.8,0.9686,-127.72,6.5949,-2.1,0 0 0 0 0 0 0,-97.2736,,,12.6414,,0.9555,,6.9032,,0.632,,-27.5036,,-42.8823,,-97.2736
