#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
3963,3715494,2115978,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.398107,Complete curve; high efficacy,-6.4,1.8617,0.9889,-99.7888,3.322,-1.1,0 0 0 0 0 0 0,-103.92,,,6.8135,,-4.3005,,1.4831,,-58.2904,,-88.8135,,-100.74,,-103.92
3964,3715479,2999228,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,0.7,0.9087,-74.2721,-8.1842,-2.2,0 0 0 0 0 1 0,-65.3248,,,-16.5732,,-11.6408,,-1.5016,,-26.3328,,-33.9691,,-10.3038,,-65.3248
3965,3715304,2393456,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,1.2475,0.9701,-74.4842,-0.0721,-1.2,0 0 0 0 0 0 0,-69.3919,,,-0.2791,,6.3292,,-0.9445,,-14.2609,,-22.7118,,-65.5973,,-69.3919
3966,3715149,2999101,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.331,0.9632,-109.15,-5.3807,-2.1,0 0 0 0 0 0 0,-99.926,,,-17.6181,,-7.0523,,7.6873,,-7.8332,,-24.2881,,-72.3774,,-99.926
3967,3715068,2545865,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.25893,Complete curve; high efficacy,-5.9,1.331,0.9743,-104.647,-9.1354,-1.1,0 0 0 0 0 0 0,-104.222,,,3.2527,,-19.9747,,-14.971,,-26.3698,,-77.863,,-97.3608,,-104.222
3968,3714876,2998990,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.6604,0.9586,-94.2489,14.7977,-2.1,0 0 0 0 0 0 0,-88.0265,,,-0.4967,,12.47,,23.4019,,25.802,,0.1245,,-56.4247,,-88.0265
3969,3714832,2060921,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.331,0.971,-71.4848,-6.4112,-1.2,0 0 0 0 0 0 0,-68.3206,,,0.7916,,-5.9834,,-14.8868,,-9.6423,,-25.0742,,-61.3685,,-68.3206
3970,3714713,2098196,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.54813,Complete curve; high efficacy,-5.45,2.6384,0.9762,-80.5281,-2.066,-1.1,0 0 0 0 0 0 0,-81.7451,,,-12.7552,,-2.883,,3.7648,,3.9146,,-20.2123,,-75.6878,,-81.7451
3971,3714331,2336545,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9752,-124.511,14.0317,-2.1,0 0 0 0 0 0 0,-98.6753,,,23.3398,,17.9334,,1.5358,,1.8156,,-5.407,,-53.0088,,-98.6753
3972,3714198,2998702,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.8851,0.9477,-69.6046,2.1749,-2.2,0 0 0 0 0 0 0,-64.3789,,,-1.7006,,5.4869,,-2.5657,,12.1222,,-6.7974,,-20.8319,,-64.3789
3973,3714089,2120718,"NCGC",,Unspecified,,,"",2009/07/08,2,47,2.81838,Partial curve; high efficacy,-5.55,0.7,0.9825,-144.597,23.0581,-2.1,0 0 0 0 0 0 0,-130.105,,,23.6156,,11.4074,,10.5365,,-4.0839,,-66.12,,-89.4877,,-130.105
3974,3713635,2377519,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.54813,Partial curve; high efficacy,-5.45,0.7,0.9919,-123.037,6.9175,-2.1,0 0 0 0 0 0 0,-112.139,,,3.1529,,1.7728,,2.1815,,-17.1911,,-50.4802,,-77.4047,,-112.139
3975,3713415,2998398,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.7202,0.9718,-81.1041,-11.4194,-2.2,0 0 0 0 0 0 0,-79.6067,,,-11.2766,,-8.0629,,-9.617,,-20.3265,,-6.7807,,-42.7293,,-79.6067
3976,3713398,2116120,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.8265,0.9798,-77.0049,-5.1349,-2.2,0 0 0 0 0 0 0,-73.7541,,,-7.993,,-9.7559,,2.5949,,-4.9357,,-8.9692,,-41.2745,,-73.7541
3977,3713389,2121339,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.4787,0.9951,-108.679,28.596,-2.1,1 0 0 0 0 0 0,-99.9871,,,50.6608,,22.4792,,33.0178,,29.728,,8.2142,,-59.6907,,-99.9871
3978,3713267,2123310,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,0.8,0.9898,-98.443,-41.8203,-2.1,0 0 1 0 0 0 0,-85.7249,,,-41.9206,,-41.456,,16.2966,,-46.1503,,-54.4509,,-64.833,,-85.7249
3979,3713065,2998265,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,0.8,0.9638,-82.2494,16.251,-2.2,0 0 0 0 0 0 0,-62.082,,,20.4281,,16.473,,13.1115,,-1.909,,2.2688,,-33.9074,,-62.082
3980,3712535,5742480,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.99526,Complete curve; high efficacy,-5.7,1,0.9659,-132.015,7.6502,-1.1,0 0 0 0 0 0 0,-121.603,,,17.4904,,-13.6707,,10.2363,,-15.1399,,-71.3623,,-107.524,,-121.603
3981,3712502,2537506,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1,0.9952,-129.897,-3.1866,-2.1,0 0 0 0 0 0 0,-108.686,,,-5.0701,,-4.3622,,-4.6626,,-3.5317,,-25.5893,,-59.7494,,-108.686
3982,3712461,2161188,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.12202,Complete curve; high efficacy,-5.95,1.111,0.9986,-103.94,2.533,-1.1,1 0 0 0 0 0 0,-100.548,,,-21.8075,,0.7712,,-3.0242,,-26.9839,,-69.3432,,-99.0264,,-100.548
3983,3712357,2079240,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.111,0.9273,-99.2014,3.0432,-1.1,0 0 0 0 0 0 0,-97.3764,,,-12.4842,,0.7015,,24.35,,-15.1405,,-42.3715,,-79.6291,,-97.3764
3984,3712355,5684187,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.630957,Complete curve; high efficacy,-6.2,1.331,0.9966,-98.696,26.9343,-1.1,0 1 0 0 0 0 0,-102.082,,,23.1939,,34.5156,,22.1846,,-24.2835,,-76.9149,,-94.5202,,-102.082
3985,3712307,2997975,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; high efficacy,-4.6,2.1876,0.9627,-96.0264,3.6234,-2.1,0 0 0 0 0 0 0,-81.8943,,,4.3698,,-1.409,,15.6377,,-4.4317,,4.4322,,-11.3336,,-81.8943
3986,3712241,2116404,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,1.1705,0.9999,-118.34,3.4993,-1.1,0 0 0 0 0 0 0,-112.711,,,3.9312,,3.164,,1.7141,,-6.2948,,-42.6933,,-94.0855,,-112.711
3987,3712042,2997860,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.2475,0.9872,-78.6232,-17.0696,-2.2,0 0 0 0 0 0 0,-70.2738,,,-17.1125,,-13.2202,,-18.0039,,-21.6123,,-21.9908,,-42.672,,-70.2738
3988,3712006,2997847,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.8,0.9986,-106.92,3.1455,-2.1,0 0 0 0 0 0 0,-81.8426,,,5.2469,,2.8516,,-0.0266,,-4.8338,,-20.3992,,-48.9517,,-81.8426
3989,3711555,2997683,"NCGC",,Unspecified,,,"",2009/07/08,2,82,8.91251,Complete curve; high efficacy,-5.05,4.095,0.9887,-96.8758,-4.0247,-1.1,0 0 0 0 0 0 0,-96.2417,,,4.3761,,-6.5227,,-3.6507,,-5.2903,,-9.7528,,-72.6837,,-96.2417
3990,3711343,2997601,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,0.8,0.9924,-95.2642,11.5,-2.2,0 0 1 0 0 0 0,-74.4627,,,6.9399,,14.6268,,35.5495,,5.7665,,-15.9201,,-43.93,,-74.4627
3991,3711258,2108763,"NCGC",,Unspecified,,,"",2009/07/08,2,45,4.46684,Partial curve; high efficacy,-5.35,1.2475,0.9976,-119.481,17.3532,-2.1,0 0 0 0 0 0 0,-114.029,,,19.4575,,12.8167,,18.1062,,13.1904,,-26.228,,-86.1083,,-114.029
3992,865245,666499,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.1341,0.9964,-97.882,12,-2.1,0 0 0 0 0 0 0,-82.4017,,,7.4376,,13.6271,,12.6813,,11.1471,,-4.3576,,-43.7687,,-82.4017
3993,865162,666412,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.1,0.9505,-94.8014,18.5492,-2.2,0 0 0 0 0 0 0,-79.0012,,,26.4562,,10.9592,,26.994,,10.2705,,-1.7292,,-20.0791,,-79.0012
3994,864964,666213,"NCGC",,Unspecified,,,"",2009/07/08,2,45,5.62341,Partial curve; high efficacy,-5.25,1.21,0.9885,-145.797,-4.8024,-2.1,0 0 0 0 0 0 0,-135.79,,,1.4221,,-5.6256,,-4.0739,,-22.5815,,-35.4332,,-106.781,,-135.79
3995,864723,665964,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,1.4163,0.9325,-69.1231,9.5,-2.2,0 0 0 0 0 0 0,-72.4762,,,-5.5694,,10.0527,,16.0067,,15.6119,,-26.8311,,-51.3687,,-72.4762
3996,864093,665343,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.8,0.9477,-93.461,8,-2.2,0 0 0 0 0 0 0,-71.4802,,,3.9708,,6.9684,,10.367,,8.8922,,-22.518,,-30.1661,,-71.4802
3997,864048,665299,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,0.8,0.9929,-96.0964,-13.8324,-1.1,0 0 0 0 0 0 0,-90.0803,,,-16.0558,,-16.5732,,-14.1986,,-31.4441,,-53.4388,,-73.5288,,-90.0803
3998,863998,665250,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,1.1341,0.9625,-80.3955,11,-2.2,0 0 0 0 0 0 0,-77.2465,,,12.622,,-1.8575,,20.7558,,5.7609,,-24.3624,,-56.2416,,-77.2465
3999,863322,6603365,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.446684,Complete curve; high efficacy,-6.35,0.8,0.9962,-126.768,14.2426,-1.1,0 0 0 0 0 0 0,-125.421,,,5.5602,,10.2224,,-17.3912,,-58.04,,-96.3365,,-115.872,,-125.421
4000,863214,664461,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1.111,0.9937,-92.5662,11,-2.2,0 0 0 0 0 0 0,-79.4939,,,13.9782,,13.8304,,5.2978,,6.776,,-4.0023,,-45.4255,,-79.4939
4001,863062,664301,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.4641,0.9593,-122.193,-4.7042,-2.1,0 0 0 0 0 0 0,-111.138,,,-1.257,,6.4678,,-22.2157,,-5.5662,,-17.0091,,-83.6854,,-111.138
4002,862915,664154,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,0.8,0.936,-150.83,1.9283,-2.1,0 0 0 0 0 0 0,-117.121,,,11.4302,,9.4038,,-15.5405,,-24.0681,,-15.4983,,-80.6974,,-117.121
4003,862672,54676164,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.2475,0.9949,-97.6705,2.9608,-2.1,0 0 0 0 0 0 0,-85.1748,,,2.9701,,5.61,,2.8211,,-0.6251,,-9.4411,,-38.1049,,-85.1748
4004,862646,663879,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,0.7,0.9348,-145.371,-7.8868,-2.1,1 0 0 0 0 0 0,-112.013,,,-84.0221,,-9.5826,,-2.4643,,-39.5934,,-30.2902,,-81.391,,-112.013
4005,862459,663690,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.6,0.9487,-80.2783,-17.3703,-2.2,0 0 0 0 0 0 0,-62.773,,,-20.6692,,-18.2788,,-13.2664,,-28.0162,,-33.3907,,-42.3546,,-62.773
4006,862310,663539,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.331,0.994,-99.2972,-1.3666,-1.1,0 0 0 0 0 0 0,-94.8866,,,-5.4479,,3.779,,-3.1182,,-12.5905,,-57.1672,,-88.8453,,-94.8866
4007,862119,663340,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,0.7,0.9119,-78.3982,-3.8617,-2.2,0 0 0 0 0 0 0,-60.0304,,,3.5868,,-3.1077,,-9.1953,,-15.1298,,-20.2679,,-25.3741,,-60.0304
4008,862108,663330,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,0.8,0.9944,-104.163,0.5176,-2.1,0 0 0 0 0 0 0,-94.0866,,,-1.5551,,-2.0863,,0.7376,,-18.2606,,-41.7749,,-70.3564,,-94.0866
4009,861945,663168,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,1,0.9449,-127.38,-17.7365,-2.1,0 0 0 0 0 0 0,-102.214,,,-25.8173,,-23.3701,,-11.444,,-7.7411,,-37.5402,,-59.2261,,-102.214
4010,861921,663146,"NCGC",,Unspecified,,,"",2009/07/08,2,44,8.91251,Partial curve; high efficacy,-5.05,1,0.9992,-156.578,-14.1557,-2.1,0 0 0 0 0 0 0,-136.62,,,-13.9203,,-15.8947,,-13.8427,,-22.8032,,-42.9245,,-95.7632,,-136.62
4011,861918,663143,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1,0.9844,-134.504,17.9347,-2.1,1 0 1 0 0 0 0,-106.551,,,60.4425,,26.2979,,112.161,,3.8313,,-4.1744,,-47.8003,,-106.551
4012,861899,5389652,"NCGC",,Unspecified,,,"",2009/07/08,2,50,0.794328,Partial curve; high efficacy,-6.1,0.5,0.9861,-129.804,52.311,-2.1,1 0 0 0 0 0 0,-113.856,,,-26.6106,,37.7702,,5.0203,,-35.3814,,-55.8961,,-90.4066,,-113.856
4013,861895,663121,"NCGC",,Unspecified,,,"",2009/07/08,2,86,3.54813,Complete curve; high efficacy,-5.45,1.1,0.9862,-141.506,-6.8581,-1.1,0 0 0 0 0 0 0,-138.427,,,-18.0268,,-1.728,,-5.8895,,-16.0064,,-63.2776,,-106.835,,-138.427
4014,861762,5422604,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9809,-121.496,-7.7526,-2.1,0 0 0 0 0 0 0,-110.014,,,-16.5509,,0.7377,,-12.0818,,-6.5959,,-32.7775,,-81.2279,,-110.014
4015,861598,662838,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1.99526,Complete curve; partial efficacy,-5.7,0.6,0.9755,-95.2911,16,-1.2,1 0 0 0 0 0 0,-79.5047,,,-25.2303,,14.3506,,-5.6016,,-18.3605,,-34.7912,,-73.2026,,-79.5047
4016,861552,662799,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.398107,Complete curve; high efficacy,-6.4,0.7,0.9804,-84.3636,10.6348,-1.1,0 0 0 0 0 0 0,-80.495,,,6.8096,,4.7677,,-22.587,,-31.2757,,-66.4774,,-77.0359,,-80.495
4017,861468,662710,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,4.9549,0.9759,-95.2714,4.4271,-2.1,0 0 0 0 0 0 0,-94.1499,,,-0.7873,,16.5282,,-1.0229,,8.3511,,-1.2976,,-63.0991,,-94.1499
4018,861425,662670,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.54813,Complete curve; high efficacy,-5.45,4.095,0.9571,-75.1524,-1.3222,-1.1,0 0 0 0 0 0 0,-81.7798,,,11.4425,,-3.3322,,-3.67,,-9.7193,,-13.2278,,-68.0812,,-81.7798
4019,861400,5389565,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.9887,0.9492,-82.2614,10,-2.2,0 0 1 0 0 0 0,-76.8581,,,22.8259,,7.3511,,37.4057,,-2.052,,11.9167,,-23.1263,,-76.8581
4020,861256,662515,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.707946,Complete curve; high efficacy,-6.15,1.21,0.9957,-91.0052,1.5835,-1.1,0 0 0 0 0 0 0,-88.2942,,,1.4873,,-1.2899,,-3.161,,-34.1376,,-70.3271,,-92.6779,,-88.2942
4021,861239,6603410,"NCGC",,Unspecified,,,"",2009/07/08,2,84,1.77828,Complete curve; high efficacy,-5.75,1.4641,0.9743,-77.2214,28.4218,-1.1,0 0 0 0 0 0 0,-82.5703,,,26.7442,,25.7485,,23.8137,,25.9735,,-41.0385,,-58.8779,,-82.5703
4022,861075,662344,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.2475,0.9838,-104.421,2.1433,-2.1,0 0 0 0 0 0 0,-91.0646,,,4.2141,,3.9884,,6.0701,,-8.8247,,-7.2152,,-42.5776,,-91.0646
4023,861071,662340,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.7529,0.9604,-103.966,0.827,-2.1,0 0 0 0 0 0 0,-80.2446,,,4.9392,,11.4853,,-4.844,,-7.1721,,-1.0613,,-17.4481,,-80.2446
4024,860758,6881185,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.62341,Partial curve; partial efficacy,-5.25,0.8,0.9671,-89.0689,17.1664,-2.2,0 0 0 0 0 0 0,-74.2241,,,20.0769,,22.4397,,5.0621,,-2.5025,,-8.3528,,-54.7472,,-74.2241
4025,860723,661999,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,0.9,0.9947,-141.775,4.2174,-2.1,0 0 0 0 0 0 0,-113.125,,,7.373,,1.1336,,6.7331,,-4.5563,,-22.1842,,-59.9178,,-113.125
4026,860591,5389389,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.111,0.9799,-91.2648,10.5,-2.2,0 0 0 0 0 0 0,-76.054,,,18.1419,,11.7324,,4.9562,,4.3017,,-4.3175,,-30.8573,,-76.054
4027,860311,661612,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.316228,Complete curve; high efficacy,-6.5,3.1925,0.9535,-95.089,10.6158,-1.1,0 0 0 0 1 0 0,-114.106,,,9.9995,,8.0391,,10.7855,,-68.6587,,-23.1536,,-77.0684,,-114.106
4028,860294,5389334,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.501187,Complete curve; high efficacy,-6.3,1.2221,0.9981,-92.2319,34.177,-1.1,0 0 0 0 0 0 0,-92.6826,,,31.2423,,33.8988,,22.9038,,-29.5053,,-73.7381,,-88.6872,,-92.6826
4029,860223,661528,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1.21,0.9558,-85.0647,-8.3525,-1.1,0 0 0 0 0 0 0,-81.157,,,-15.9657,,-11.0717,,2.368,,-21.8219,,-35.2464,,-73.3606,,-81.157
4030,860207,661513,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; high efficacy,-4.65,1.2475,0.9708,-123.965,1.564,-2.1,0 0 0 0 0 0 0,-95.4841,,,3.9575,,-5.8199,,2.6705,,8.7847,,-14.2623,,-31.5858,,-95.4841
4031,860196,661502,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,0.9,0.9926,-113.164,31.849,-2.1,0 0 0 0 0 0 0,-102.381,,,27.6616,,28.6007,,36.0931,,6.3277,,-32.305,,-77.8929,,-102.381
4032,860103,661406,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,0.8,0.9249,-112.451,-5.4887,-2.1,0 0 0 0 0 0 0,-86.2185,,,-2.6671,,3.6682,,-20.9689,,-7.9132,,-29.8327,,-41.9836,,-86.2185
4033,860043,661349,"NCGC",,Unspecified,,,"",2009/07/08,2,45,1.58489,Partial curve; partial efficacy,-5.8,0.6,0.9938,-89.0615,23.8731,-2.2,0 0 0 0 0 0 0,-78.3317,,,18.1439,,20.3989,,7.1989,,-16.4962,,-35.5025,,-65.4108,,-78.3317
4034,859990,661300,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; partial efficacy,-5.15,1.5095,0.9534,-74.954,2.2442,-2.2,0 0 0 0 0 0 0,-72.1468,,,-3.4319,,-5.7204,,15.4111,,2.1319,,-9.4791,,-49.2353,,-72.1468
4035,859984,661296,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,2.3332,0.9726,-102.368,-7.5927,-2.1,0 0 0 0 0 0 0,-98.3825,,,-15.0903,,-7.5012,,-12.6306,,2.853,,-6.6978,,-36.5627,,-98.3825
4036,859957,661259,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1,0.9589,-98.7174,-8.2008,-2.2,0 0 0 0 0 0 0,-78.9849,,,-0.2748,,-18.0971,,-11.8271,,-9.3142,,-19.2896,,-41.8862,,-78.9849
4037,859949,661251,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.316228,Complete curve; high efficacy,-6.5,1.2876,0.9971,-108.234,2.2837,-1.1,0 0 0 0 0 0 0,-111.13,,,-1.2315,,3.0575,,-17.0004,,-67.4145,,-97.4361,,-105.854,,-111.13
4038,859914,661217,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.25893,Complete curve; partial efficacy,-5.9,3.5722,0.984,-68.5958,4.7208,-1.2,0 0 0 0 0 0 0,-73.6946,,,-1.3928,,4.3624,,11.89,,2.0966,,-60.9079,,-63.7383,,-73.6946
4039,859900,661203,"NCGC",,Unspecified,,,"",2009/07/08,2,46,1.41254,Partial curve; partial efficacy,-5.85,0.5,0.9922,-90.561,2.935,-2.2,0 0 0 0 0 0 0,-78.6816,,,-4.3833,,-1.5426,,-18.4528,,-32.2319,,-48.7153,,-66.5246,,-78.6816
4040,859865,661170,"NCGC",,Unspecified,,,"",2009/07/08,2,67,0.177828,Complete curve; partial efficacy,-6.75,0.9,0.9893,-69.9591,9.4919,-1.2,0 0 0 0 0 0 0,-73.7294,,,6.4327,,0.3041,,-15.7149,,-50.0807,,-57.8806,,-66.1034,,-73.7294
4041,859796,661098,"NCGC",,Unspecified,,,"",2009/07/08,2,65,0.891251,Complete curve; partial efficacy,-6.05,0.9,0.9198,-74.2022,-5.7971,-1.2,0 0 0 0 0 0 0,-65.7027,,,5.1787,,-18.4204,,-17.791,,-26.5196,,-51.3082,,-77.7923,,-65.7027
4042,859536,660831,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.2876,0.9668,-82.928,-0.8178,-2.2,1 0 0 0 0 0 0,-72.7807,,,-32.4557,,2.801,,-9.9408,,5.397,,-10.3586,,-39.2124,,-72.7807
4043,859361,660660,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.54813,Partial curve; partial efficacy,-5.45,0.9,0.984,-85.424,18.5723,-2.2,0 0 0 0 0 0 0,-75.3696,,,25.0214,,10.8981,,16.7082,,0.3632,,-18.9272,,-62.7386,,-75.3696
4044,859218,660522,"NCGC",,Unspecified,,,"",2009/07/08,2,87,2.81838,Complete curve; high efficacy,-5.55,1.9673,0.9925,-134.848,-23.6244,-1.1,0 0 0 0 0 0 0,-134.579,,,-32.4872,,-18.7215,,-20.3203,,-26.9148,,-67.3677,,-128.115,,-134.579
4045,858812,660120,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.2876,0.9851,-93.9668,4.7709,-2.1,0 0 0 0 0 0 0,-83.3056,,,-1.6716,,7.2254,,11.2769,,-0.4927,,-5.1934,,-45.5761,,-83.3056
4046,858631,5389205,"NCGC",,Unspecified,,,"",2009/07/08,2,87,2.23872,Complete curve; high efficacy,-5.65,1,0.9959,-123.541,3.7736,-1.1,0 0 0 0 0 0 0,-118.15,,,1.9863,,7.6351,,-6.2341,,-15.1373,,-63.2129,,-102.462,,-118.15
4047,858595,659902,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.398107,Complete curve; high efficacy,-6.4,0.7,0.9958,-113.373,39.0365,-1.1,1 0 0 0 0 0 0,-106.056,,,-30.0032,,26.2709,,-4.6968,,-36.6768,,-80.5358,,-103.511,,-106.056
4048,858482,659795,"NCGC",,Unspecified,,,"",2009/07/08,2,62,3.98107,Complete curve; partial efficacy,-5.4,4.095,0.9784,-58.8893,4.5,-1.2,0 1 0 0 0 0 0,-61.4624,,,12.1936,,35.3828,,2.9344,,-1.2959,,-1.9892,,-55.0625,,-61.4624
4049,858319,659654,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.4641,0.9698,-102.275,-19.3714,-2.1,0 0 0 0 0 0 0,-91.2772,,,-24.7542,,-13.8579,,-16.4226,,-26.7539,,-27.8193,,-74.8547,,-91.2772
4050,858229,659575,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.94328,Partial curve; high efficacy,-5.1,1.331,0.9598,-150.689,-10.2489,-2.1,0 0 0 0 0 0 0,-137.776,,,-13.76,,-14.0034,,8.6373,,-28.5449,,-26.6292,,-100.019,,-137.776
