#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2d6-Potency_&#956;M","p450-cyp2d6-Curve_Description","p450-cyp2d6-Fit_LogAC50","p450-cyp2d6-Fit_HillSlope","p450-cyp2d6-Fit_R2","p450-cyp2d6-Fit_InfiniteActivity_%","p450-cyp2d6-Fit_ZeroActivity_%","p450-cyp2d6-Fit_CurveClass","p450-cyp2d6-Excluded_Points","p450-cyp2d6-Max_Response_%","p450-cyp2d6-Activity at 0.0007 uM_%","p450-cyp2d6-Activity at 0.00160 uM_%","p450-cyp2d6-Activity at 0.00368 uM_%","p450-cyp2d6-Activity at 0.00820 uM_%","p450-cyp2d6-Activity at 0.018 uM_%","p450-cyp2d6-Activity at 0.041 uM_%","p450-cyp2d6-Activity at 0.091 uM_%","p450-cyp2d6-Activity at 0.204 uM_%","p450-cyp2d6-Activity at 0.457 uM_%","p450-cyp2d6-Activity at 1.022 uM_%","p450-cyp2d6-Activity at 2.286 uM_%","p450-cyp2d6-Activity at 5.111 uM_%","p450-cyp2d6-Activity at 11.43 uM_%","p450-cyp2d6-Activity at 25.56 uM_%","p450-cyp2d6-Activity at 57.14 uM_%"
2633,4237767,3232880,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.3332,0.9548,-68.012,4.372,-2.2,0 0 0 0 0 0,-61.88,,,0.7221,,-4.266,,,,9.837,,10.68,,-12.45,,-61.88
2634,4237764,3232877,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; partial efficacy,-5.3,0.8,0.991,-75.2325,9.8555,-2.2,0 0 0 0 0 0,-66.74,,,10.37,,9.517,,,,-5.725,,-16.04,,-44.74,,-66.74
2635,4237759,3232872,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.4064,0.9622,-71.9527,-4.1208,-2.2,0 0 0 0 0 0 0,-71.32,,,-1.368,,-0.4444,,-5.715,,-14.76,,-1.572,,-32.41,,-71.32
2636,4237758,3232871,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1,0.9413,-98.159,0.717,-2.1,0 0 0 0 0 0 0,-85.73,,,-15.58,,12.1,,6.427,,-5.177,,-22.63,,-58.13,,-85.73
2637,4237753,3232866,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.111,0.9972,-99.252,6.1867,-1.1,0 0 0 0 0 0 0,-94.31,,,8.801,,7.838,,0.9833,,-4.162,,-29.13,,-74.45,,-94.31
2638,4237751,3232864,"NCGC",,Unspecified,,,"",2009/07/08,2,63,5.01187,Complete curve; partial efficacy,-5.3,1.6436,0.9921,-76.1996,1.4772,-1.2,0 0 0 0 0 0,-74.39,,,-0.453,,-0.3865,,,,6.066,,-16.93,,-60.23,,-74.39
2639,4237749,3232862,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.9549,0.9956,-68.7849,1.8449,-2.2,0 0 0 0 0 0 0,-67.45,,,5.652,,1.76,,0.3804,,1.002,,0.9132,,-46.44,,-67.45
2640,4237744,3232857,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.0630957,Complete curve; high efficacy,-7.2,0.8,0.9932,-85.4695,20.9505,-1.1,0 0 0 0 0 0 0,-80.74,,,13.66,,-12.09,,-37.54,,-66.85,,-82.9,,-85.35,,-80.74
2641,4237737,3232850,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,0.8,0.9994,-96.276,7.7223,-1.1,0 0 0 0 0 0 0,-88.98,,,6.575,,5.867,,0.2746,,-13.44,,-40.29,,-72.43,,-88.98
2642,4237735,3232848,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1,0.9914,-104.159,0.5101,-2.1,0 0 0 0 0 0 0,-84.72,,,5.179,,-4.735,,2.51,,-3.894,,-15.75,,-50.51,,-84.72
2643,4237726,3232839,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,0.7,0.9842,-104.13,4.6311,-2.1,0 0 0 0 0 0 0,-81.16,,,-0.974,,6.218,,6.035,,-11.73,,-22.51,,-49.79,,-81.16
2644,4237719,3232832,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,0.7,0.9991,-99.1352,5.1632,-1.1,0 0 0 0 0 0 0,-92.06,,,4.676,,0.1407,,-11.43,,-28.19,,-57.98,,-80.71,,-92.06
2645,4237716,3232829,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,2.9023,0.9797,-63.778,6.5,-2.2,0 0 0 0 0 0 0,-65.3,,,9.509,,-0.4941,,5.815,,4.04,,10.52,,-32.74,,-65.3
2646,4237711,3232824,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,0.8,0.9818,-119.109,1.5543,-2.1,0 0 0 0 0 0 0,-94.94,,,8.683,,-6.444,,2.23,,-13.59,,-24.33,,-62.93,,-94.94
2647,4237707,3232820,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.2526,0.9586,-71.584,10,-2.2,0 0 0 0 0 0 0,-66.15,,,-2.299,,12.47,,15.89,,8.988,,12.99,,-15.36,,-66.15
2648,4237705,3232818,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.331,0.9974,-89.47,10.5,-2.1,0 0 0 0 0 0,-82.16,,,11.62,,10.41,,,,4.525,,-7.862,,-57.48,,-82.16
2649,4237703,3232816,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.316228,Complete curve; high efficacy,-6.5,1.031,0.9964,-88.118,3.828,-1.1,0 0 0 0 0 0,-89.48,,,1.271,,2.24,,,,-53.99,,-75.28,,-85.02,,-89.48
2650,4237691,3232804,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.9549,0.9755,-65.053,3.701,-2.2,0 0 0 0 0 0,-63.21,,,1.783,,12.77,,,,2.165,,-0.2028,,-44.95,,-63.21
2651,4237690,3232803,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.58489,Complete curve; high efficacy,-5.8,0.9,0.9898,-85.3574,-4.311,-1.1,0 0 0 0 0 0,-83.01,,,-9.709,,-0.4636,,,,-25.95,,-50.28,,-73.2,,-83.01
2652,4237687,3232800,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.9,0.8924,-92.256,2.2402,-2.2,0 0 0 0 0 0 0,-76.88,,,6.632,,-0.5351,,-0.4984,,8.317,,-28.2,,-25.92,,-76.88
2653,4237679,3232792,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.158489,Complete curve; high efficacy,-6.8,0.91,0.9997,-92.495,15.0365,-1.1,0 0 0 0 0 0 0,-91.77,,,11.93,,1.844,,-26.02,,-64.19,,-82.64,,-90.39,,-91.77
2654,4237673,3232786,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.2526,0.9587,-78.978,2.442,-2.2,0 0 0 0 0 0 0,-72.85,,,-1.29,,-1.888,,5.964,,-3.326,,12.73,,-23.92,,-72.85
2655,4237672,3232785,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.1,0.9865,-86.536,1.62,-1.1,0 0 0 0 0 0,-86.28,,,-4.779,,7.52,,,,-11.43,,-48.34,,-72.45,,-86.28
2656,4237665,3232778,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,0.8,0.9923,-92.4731,-1.4491,-1.1,0 0 0 0 0 0,-83.77,,,-5.82,,0.7207,,,,-24.13,,-47.39,,-75.96,,-83.77
2657,4237664,3232777,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.8579,0.9843,-85.099,6.851,-2.1,0 0 0 0 0 0 0,-81.04,,,11.94,,10.86,,5.688,,-2.03,,2.523,,-45.59,,-81.04
2658,4237663,3232776,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,1.8265,0.9879,-71.656,-0.6223,-1.2,0 0 0 0 0 0,-69.27,,,-4.372,,-0.6866,,,,1.093,,-43.83,,-70.13,,-69.27
2659,4237662,3232775,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.8617,0.9625,-82.9025,2.9255,-2.2,0 0 0 0 0 0 0,-71.94,,,-1.219,,8.805,,8.772,,-6.832,,3.208,,-20.44,,-71.94
2660,4237655,3232768,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.3031,0.9783,-76.2439,-0.6761,-2.2,0 0 0 0 0 0,-72.85,,,-8.068,,-0.7094,,,,3.911,,1.667,,-37.26,,-72.85
2661,4237654,3232767,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1.111,0.9952,-90.5405,14.6845,-2.2,0 0 0 0 0 0,-77.38,,,15.95,,16.31,,,,6.145,,-0.8349,,-41.35,,-77.38
2662,4237634,3232747,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,2.8473,0.9664,-71.7778,1.1138,-2.2,0 0 0 0 0 0 0,-73.47,,,3.876,,-9.978,,1.235,,1.309,,5.392,,-38.5,,-73.47
2663,4237633,3232746,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.0437,0.9819,-76.0112,0.8072,-2.2,0 0 0 0 0 0 0,-71.42,,,-6.426,,1.694,,2.016,,5.508,,0.3122,,-36.54,,-71.42
2664,4237632,3232745,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1.3723,0.9774,-69.6845,7.5,-2.2,0 0 0 0 0 0,-62.8,,,1.2,,8.291,,,,13.69,,-3.905,,-35.33,,-62.8
2665,4237625,3232738,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.3332,0.9837,-79.3952,3.2156,-2.2,0 0 0 0 0 0,-77.47,,,-3.978,,8.218,,,,6.413,,0.383,,-32.38,,-77.47
2666,4237621,3232734,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,2.8473,0.9782,-75.9479,4.652,-2.2,0 0 0 0 0 0,-77.62,,,-1.748,,9.341,,,,-0.0028,,8.865,,-39.56,,-77.62
2667,4237616,3232729,"NCGC",,Unspecified,,,"",2009/07/08,2,93,0.0501187,Complete curve; high efficacy,-7.3,0.7,0.9985,-97.7753,5.8924,-1.1,0 0 0 0 0 0,-99.03,,,-8.423,,-28.51,,,,-80.3,,-88.75,,-94.59,,-99.03
2668,4237609,3232722,"NCGC",,Unspecified,,,"",2009/07/08,2,63,5.01187,Complete curve; partial efficacy,-5.3,1.21,0.9462,-84.8637,-8.1766,-1.2,0 0 0 0 0 0,-79.96,,,-21.1,,1.806,,,,-11.54,,-30.39,,-64.87,,-79.96
2669,4237605,3232718,"NCGC",,Unspecified,,,"",2009/07/08,2,45,2.51189,Partial curve; high efficacy,-5.6,0.7,0.9849,-92.5687,9,-2.1,0 0 0 0 0 0 0,-83.74,,,3.266,,6.674,,7.873,,-20.11,,-38.97,,-64.71,,-83.74
2670,4237603,3232716,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.2526,0.9818,-74.78,8.938,-2.2,0 0 0 0 0 0,-68.88,,,0.9239,,10.69,,,,9.663,,12.36,,-17.79,,-68.88
2671,4237598,3232711,"NCGC",,Unspecified,,,"",2009/07/08,2,62,7.94328,Complete curve; partial efficacy,-5.1,4.095,0.9854,-76.4853,-1.7935,-1.2,0 0 0 0 0 0,-78.86,,,-5.358,,4.075,,,,0.36,,-7.183,,-59.64,,-78.86
2672,4237593,3232706,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.1,0.9589,-88.992,-0.6654,-2.2,0 0 0 0 0 0 0,-74.16,,,-6.357,,7.494,,4.85,,-10.14,,-11.44,,-36.35,,-74.16
2673,4237585,3232698,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.8079,0.9845,-84.2845,3.2023,-2.2,0 0 0 0 0 0 0,-78.65,,,2.137,,-4.45,,7.305,,7.072,,0.5937,,-37.69,,-78.65
2674,4237579,3232692,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,4.9549,0.997,-85.3326,2.9966,-2.1,0 0 0 0 0 0 0,-84.03,,,6.039,,0.8301,,4.592,,1.789,,1.564,,-57.01,,-84.03
2675,4237566,3232679,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.51189,Complete curve; partial efficacy,-5.6,0.9,0.9954,-81.972,-5.703,-1.2,0 0 0 0 0 0,-78.31,,,-3.52,,-10.14,,,,-17.75,,-42.81,,-65.65,,-78.31
2676,4237563,3232676,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,0.7,0.9951,-117.824,7.0132,-2.1,0 0 0 0 0 0 0,-92.76,,,5.8,,7.429,,3.092,,-12.84,,-26.45,,-64.56,,-92.76
2677,4237559,3232672,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,3.132,0.9813,-78.1544,4.1555,-2.2,0 0 0 0 0 0 0,-77.24,,,7.991,,-2.243,,-0.4341,,4.764,,9.651,,-31.82,,-77.24
2678,4237556,3232669,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.501187,Complete curve; high efficacy,-6.3,0.7,0.9986,-94.617,16.416,-1.1,0 0 0 0 0 0,-90.39,,,12.21,,6.395,,,,-35.52,,-69.15,,-82.52,,-90.39
2679,4237550,3232663,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.21,0.9893,-88.8839,1.1241,-2.1,0 0 0 0 0 0 0,-80.84,,,-1.149,,7.919,,-2.222,,-4.203,,-13.57,,-54.41,,-80.84
2680,4237544,3232657,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.398107,Complete curve; high efficacy,-6.4,0.8,0.9917,-93.0162,11.1533,-1.1,0 0 0 0 0 0 0,-93.99,,,5.188,,7.404,,-11.89,,-48.66,,-67.82,,-84.63,,-93.99
2681,4237542,3232655,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.5334,0.9687,-67.4865,3.1835,-2.2,0 0 0 0 0 0 0,-65.78,,,5.768,,-4.294,,3.385,,2.104,,10.55,,-20.86,,-65.78
2682,4237538,3232651,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1,Complete curve; high efficacy,-6,1.1,0.9912,-90.748,9.044,-1.1,0 0 0 0 0 0 0,-92.47,,,1.963,,13.93,,4.115,,-21.32,,-61.1,,-82.03,,-92.47
2683,4237537,3232650,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.25893,Complete curve; high efficacy,-5.9,0.7,0.9948,-113.802,11.703,-1.1,0 0 0 0 0 0 0,-104.1,,,12.93,,5.169,,-11.25,,-25.78,,-63.5,,-94.76,,-104.1
2684,4237536,3232649,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.3443,0.9654,-89.7405,3.3155,-2.1,0 0 0 0 0 0,-80.88,,,-5.975,,5.274,,,,12.81,,-11.49,,-47.93,,-80.88
2685,4237527,3232640,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1.5095,0.997,-85.296,7.5,-1.1,0 0 0 0 0 0,-83.8,,,4.565,,11.48,,,,1.702,,-28.35,,-73.81,,-83.8
2686,4237506,3232619,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.2481,0.9791,-78.942,9,-2.2,0 0 0 0 0 0 0,-77.01,,,12.04,,-0.0465,,8.587,,12.79,,11.76,,-22.37,,-77.01
2687,4237497,3232610,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.51189,Complete curve; high efficacy,-5.6,1,0.9943,-90.4088,5.9952,-1.1,0 0 0 0 0 0 0,-83.67,,,5.412,,6.426,,3.477,,-12.49,,-36.77,,-77.5,,-83.67
2688,4237493,3232606,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,0.7,0.996,-92.864,4.3041,-2.1,0 0 0 0 0 0 0,-80.14,,,3.779,,0.4274,,-1.77,,-17.82,,-36.04,,-67.89,,-80.14
2689,4237491,3232604,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.1,0.9953,-97.7492,1.5748,-2.1,0 0 0 0 0 0 0,-89.02,,,-1.248,,5.232,,0.9648,,-6.871,,-21.13,,-65.27,,-89.02
2690,4237487,3232600,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.4781,0.9837,-101.191,4.118,-2.1,0 0 0 0 0 0 0,-90.76,,,3.961,,12.19,,-4.202,,2.901,,-4.107,,-44.7,,-90.76
2691,4237482,3232595,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.8,0.9924,-116.715,0.3009,-2.1,0 0 0 0 0 0 0,-90.43,,,-1.677,,1.561,,-0.8765,,-12.77,,-19.26,,-56.32,,-90.43
2692,4237474,3232587,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,0.8,0.9968,-97.324,-3.837,-1.1,0 0 0 0 0 0 0,-92.81,,,-5.823,,-6.991,,-8.381,,-30.15,,-59.05,,-79.7,,-92.81
2693,4237471,3232584,"NCGC",,Unspecified,,,"",2009/07/08,2,93,0.0316228,Complete curve; high efficacy,-7.5,0.9,0.9821,-87.4807,20.452,-1.1,0 0 0 0 0 0 0,-82.7,,,11.89,,-28.61,,-53.84,,-76.76,,-89.03,,-90.37,,-82.7
2694,3717932,2326513,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.23872,Complete curve; high efficacy,-5.65,1.6266,0.9956,-83.7495,21.5477,-1.1,0 0 0 0 0 0 0,-83.1435,,,18.0446,,27.3577,,19.1324,,12.5493,,-29.7093,,-78.2391,,-83.1435
2695,3717526,6603002,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1,Complete curve; high efficacy,-6,0.7,0.9977,-115.719,9.0426,-1.1,0 0 0 0 0 0 0,-107.736,,,4.0391,,5.2968,,-12.0006,,-37.284,,-69.118,,-99.0397,,-107.736
2696,3717359,2999963,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,3.2975,0.9846,-65.2027,0.3457,-2.2,0 0 0 0 0 0 0,-64.8808,,,-2.4381,,-3.8249,,6.6617,,1.7657,,-0.1627,,-39.8239,,-64.8808
2697,3717090,2882730,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.446684,Complete curve; high efficacy,-6.35,1,0.9992,-98.7452,6.8066,-1.1,0 0 0 0 0 0 0,-99.7404,,,4.9763,,3.4481,,-12.1382,,-45.6524,,-82.3601,,-93.2383,,-99.7404
2698,3716893,2999794,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,0.9,0.9968,-100.818,-20.2223,-2.1,0 0 0 0 0 0 0,-89.4583,,,-19.7821,,-22.6967,,-23.3226,,-24.0085,,-41.0199,,-69.5962,,-89.4583
2699,3716661,733062,"NCGC",,Unspecified,,,"",2009/07/08,2,62,4.46684,Complete curve; partial efficacy,-5.35,1.6436,0.9978,-68.155,12.6881,-1.2,0 0 0 0 0 0 0,-68.516,,,15.2455,,12.8129,,11.7262,,9.0967,,-7.5097,,-52.15,,-68.516
2700,3716539,2434657,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,1.2475,0.9968,-65.2359,12.3818,-2.2,0 0 0 0 0 1 0,-63.0147,,,14.6219,,11.849,,8.5009,,6.6059,,-18.7972,,6.6035,,-63.0147
2701,3716458,2999625,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.3723,0.997,-97.2363,2.0416,-2.1,0 0 0 0 0 0 0,-84.7456,,,1.7944,,4.4229,,0.7314,,1.8062,,-7.0968,,-35.8979,,-84.7456
2702,3716051,2083491,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.1341,0.9903,-82.3081,-0.3409,-2.2,0 0 0 0 0 0 0,-68.5901,,,4.8193,,-1.231,,-3.8877,,-3.4245,,-9.197,,-36.8071,,-68.5901
2703,3715149,2999101,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,2.3332,0.9861,-65.5185,-5.343,-1.2,0 0 0 0 0 0 0,-61.1156,,,-2.7713,,-2.9871,,-7.762,,-8.8345,,-27.8929,,-67.9467,,-61.1156
2704,3712607,6461550,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.794328,Complete curve; high efficacy,-6.1,0.8,0.9984,-96.4413,4.6081,-1.1,0 0 0 0 0 0 0,-93.2845,,,4.5544,,-2.9985,,-8.2946,,-35.3908,,-66.8699,,-85.6998,,-93.2845
2705,3712600,350843,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.01,0.998,-117.478,2.0464,-2.1,0 0 0 0 0 0 0,-99.1777,,,3.14,,-0.5684,,1.0572,,-1.0375,,-19.9988,,-56.2801,,-99.1777
2706,3712493,2998040,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.1,0.9943,-118.459,7.3136,-2.1,0 0 0 0 0 0 0,-102.466,,,5.5237,,7.6903,,4.576,,10.0513,,-16.6961,,-59.8997,,-102.466
2707,3712461,2161188,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,0.9,0.9869,-97.9381,2.8069,-2.1,0 0 0 0 0 0 0,-83.9542,,,0.0415,,7.9763,,-0.4879,,-10.3542,,-19.2225,,-60.3942,,-83.9542
2708,3712252,2997950,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.2876,0.9963,-99.1055,-1.7354,-2.1,0 0 0 0 0 0 0,-86.2277,,,-4.5189,,1.1263,,-3.69,,-1.1627,,-10.5784,,-44.1295,,-86.2277
2709,864480,665725,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,4.9549,0.985,-92.7157,-1.0439,-1.1,0 0 0 0 0 0 0,-85.8828,,,0.7254,,-4.4753,,4.5079,,-5.8789,,-14.0228,,-99.8806,,-85.8828
2710,863915,6602811,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.54813,Partial curve; high efficacy,-5.45,1,0.9996,-100.434,15.1798,-2.1,0 0 0 0 0 0 0,-93.1823,,,15.2449,,13.2126,,13.1615,,1.7061,,-29.1362,,-74.0336,,-93.1823
2711,863722,664974,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1,Complete curve; high efficacy,-6,0.6,0.9923,-101.734,23.3642,-1.1,0 0 0 0 0 0 0,-90.0023,,,23.9696,,6.7822,,-0.6134,,-20.5831,,-57.5146,,-79.3464,,-90.0023
2712,863506,664759,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1.41254,Complete curve; partial efficacy,-5.85,1.1,0.9947,-79.8532,7.5,-1.2,0 0 0 0 0 0 0,-79.8947,,,10.3098,,2.5242,,5.055,,-12.0037,,-49.2566,,-68.6999,,-79.8947
2713,863483,664737,"NCGC",,Unspecified,,,"",2009/07/08,2,86,0.794328,Complete curve; high efficacy,-6.1,0.9,0.9975,-87.4752,9,-1.1,0 0 0 0 0 0 0,-86.646,,,11.2237,,2.9924,,-3.5991,,-26.4301,,-61.7872,,-77.7202,,-86.646
2714,863322,6603365,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.25893,Complete curve; high efficacy,-5.9,1.111,0.9988,-109.924,8.3456,-1.1,0 0 0 0 0 0 0,-109.487,,,8.2684,,9.7364,,0.3516,,-20.0861,,-71.4581,,-98.3467,,-109.487
2715,862915,664154,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.2876,0.9654,-96.0323,0.7573,-2.2,0 0 0 0 0 0 0,-73.158,,,0.0908,,-1.063,,1.5784,,9.2686,,-11.8128,,-23.1457,,-73.158
2716,862563,663792,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.316228,Complete curve; high efficacy,-6.5,1.1,0.9907,-86.3384,-6.2423,-1.1,0 0 0 0 0 0 0,-87.7067,,,-11.6953,,-3.6106,,-23.1509,,-56.1685,,-75.8267,,-84.5572,,-87.7067
2717,862506,663736,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,0.91,0.9488,-107.6,20.3159,-2.1,0 0 0 0 0 0 0,-84.9637,,,27.9023,,27.5565,,-1.3353,,15.5845,,-1.1152,,-43.8699,,-84.9637
2718,862119,663340,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.12202,Complete curve; high efficacy,-5.95,1,0.9989,-88.3293,16.5666,-1.1,0 0 0 0 0 0 0,-85.6875,,,17.8534,,15.5768,,5.8652,,-12.9101,,-53.3606,,-80.1,,-85.6875
2719,861921,663146,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.58489,Complete curve; high efficacy,-5.8,1.2475,0.9953,-115.123,5.0289,-1.1,0 0 0 0 0 0 0,-116.89,,,8.8315,,2.8704,,-1.5026,,-13.9554,,-72.1447,,-100.643,,-116.89
2720,861899,5389652,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1,0.984,-107.342,3.522,-2.1,0 0 0 0 0 0 0,-92.3868,,,7.9598,,-3.7541,,8.2407,,-7.3993,,-17.0115,,-58.7408,,-92.3868
2721,861895,663121,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.3437,0.9964,-101.448,1.8033,-2.2,0 0 0 0 0 0 0,-77.7092,,,2.1244,,4.258,,3.2676,,0.8329,,-4.7514,,-24.2679,,-77.7092
2722,861846,6603621,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.1341,0.9985,-97.92,5.902,-2.1,0 0 0 0 0 0 0,-84.1,,,5.5076,,5.7695,,7.8604,,1.0791,,-9.3609,,-46.1403,,-84.1
2723,861762,5389626,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.54813,Partial curve; high efficacy,-5.45,1.1341,0.9968,-93.7721,7.5832,-2.1,0 0 0 0 0 0 0,-91.338,,,5.8082,,4.9112,,6.9971,,1.8511,,-32.4275,,-70.2279,,-91.338
2724,861640,662878,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.4781,0.9969,-69.4267,5.5,-2.2,0 0 0 0 0 0 0,-62.4115,,,6.495,,6.9314,,2.3665,,5.24,,0.3494,,-29.1482,,-62.4115
