GeneIndex	SideEffectIndex	Target	UMLS_CUI	SE_name	EF	Pvalue	Qvalue	ChiSquare	FunctionalAnnotation
6196	2604	SCN7A	C0231530	Muscle twitching	3.96	1.1e-12	1e-08	50.6	Binding
6196	3447	SCN7A	C1145670	Respiratory failure	3.13	8.2e-06	0.037	19.9	Antagonist
6196	2713	SCN7A	C0027769	Nervousness	2.34	3.2e-09	2.7e-05	35	Binding
6196	2629	SCN7A	C0340515	Myocardial depression	4.49	9e-10	4.4e-06	37.5	Antagonist
6196	2369	SCN7A	C0041657	Loss of consciousness	4.72	4.2e-11	3.6e-07	43.5	Binding
6196	703	SCN7A	C0018790	Cardiac arrest	3.7	7e-12	6.2e-08	47	Binding
6196	908	SCN7A	C0009421	Coma	3.28	3.8e-10	3.3e-06	39.2	Binding
6196	766	SCN7A	C0151560	Central nervous system stimulation	3.63	4.4e-14	4e-10	57	Binding
6196	1213	SCN7A	C0013362	Dysarthria	3.17	6.4e-06	0.029	20.4	Antagonist
6196	3220	SCN7A	C0700200	Presyncope	6.07	6.3e-23	6e-19	97.2	Binding
6196	1213	SCN7A	C0013362	Dysarthria	3.67	1e-11	9e-08	46.3	Binding
6196	766	SCN7A	C0151560	Central nervous system stimulation	3.12	2.2e-08	1e-04	31.3	Antagonist
6196	2243	SCN7A	C0022568	Keratitis	4.88	5.3e-13	4.7e-09	52.1	Binding
6196	268	SCN7A	C0003578	Apnoea	3.07	1.6e-07	0.0013	27.5	Binding
6196	1530	SCN7A	C0854268	Foetal damage	6.51	8.1e-15	7.4e-11	60.3	Binding
6196	1063	SCN7A	C1306577	Death	2.85	3.3e-07	0.0027	26.1	Binding
6196	2604	SCN7A	C0231530	Muscle twitching	3.19	1.2e-06	0.0055	23.6	Antagonist
6196	908	SCN7A	C0009421	Coma	2.98	2.8e-06	0.013	21.9	Antagonist
6196	4166	SCN7A	C0344232	Vision blurred	2.12	1.1e-09	9.8e-06	37.1	Binding
6196	1964	SCN7A	C0521592	Hypoaesthesia oral	4.28	1.9e-07	9e-04	27.2	Antagonist
6197	1213	SCN8A	C0013362	Dysarthria	3.18	5.9e-06	0.027	20.5	Antagonist
6197	3447	SCN8A	C1145670	Respiratory failure	3.15	7.6e-06	0.034	20	Antagonist
6197	908	SCN8A	C0009421	Coma	3.26	2.8e-14	2.5e-10	57.9	Binding
6197	2243	SCN8A	C0022568	Keratitis	4.43	5.9e-15	5.4e-11	60.9	Binding
6197	2517	SCN8A	C0025637	Methaemoglobinaemia	4.92	6.7e-23	6.4e-19	97.1	Binding
6197	3580	SCN8A	C1325847	Sensitisation	4.1	4.7e-07	0.0022	25.4	Antagonist
6197	2713	SCN8A	C0027769	Nervousness	2.17	8.4e-06	0.038	19.8	Antagonist
6197	3892	SCN8A	C0040264	Tinnitus	2.58	5.4e-12	4.8e-08	47.5	Binding
6197	4119	SCN8A	C0595862	Vasodilatation	2.82	1.2e-08	9.8e-05	32.5	Binding
6197	3956	SCN8A	C0040822	Tremor	1.78	2.2e-07	0.0018	26.8	Binding
6197	703	SCN8A	C0018790	Cardiac arrest	3.08	2.7e-06	0.012	22	Antagonist
6197	2517	SCN8A	C0025637	Methaemoglobinaemia	3.84	7.2e-08	0.00034	29	Antagonist
6197	703	SCN8A	C0018790	Cardiac arrest	3.53	4.3e-15	4e-11	61.5	Binding
6197	2369	SCN8A	C0041657	Loss of consciousness	3.9	1.4e-06	0.0067	23.2	Antagonist
6197	1530	SCN8A	C0854268	Foetal damage	5.38	4.7e-14	4.3e-10	56.8	Binding
6197	766	SCN8A	C0151560	Central nervous system stimulation	3.83	3.3e-23	3.1e-19	98.5	Binding
6197	2369	SCN8A	C0041657	Loss of consciousness	4.82	7.8e-17	7.2e-13	69.5	Binding
6197	2629	SCN8A	C0340515	Myocardial depression	4.5	8.1e-10	4e-06	37.7	Antagonist
6197	2604	SCN8A	C0231530	Muscle twitching	4.04	3.3e-19	3.1e-15	80.2	Binding
6197	2049	SCN8A	C0151692	Impaired healing	3.92	2.1e-15	1.9e-11	63	Binding
6197	3220	SCN8A	C0700200	Presyncope	6.19	3.8e-35	3.7e-31	153	Binding
6197	2604	SCN8A	C0231530	Muscle twitching	3.2	1.1e-06	0.005	23.8	Antagonist
6197	2713	SCN8A	C0027769	Nervousness	2.37	1.3e-13	1.2e-09	54.8	Binding
6197	972	SCN8A	C0036572	Convulsion	1.86	2.9e-09	2.5e-05	35.2	Binding
6197	3447	SCN8A	C1145670	Respiratory failure	3.71	1.5e-14	1.4e-10	59.1	Binding
6197	2629	SCN8A	C0340515	Myocardial depression	5.76	1.6e-27	1.5e-23	118.2	Binding
6197	985	SCN8A	C0010034	Corneal disorder	4.68	1.4e-13	1.2e-09	54.8	Binding
6197	3220	SCN8A	C0700200	Presyncope	4.69	1.1e-11	5.7e-08	46.1	Antagonist
6197	908	SCN8A	C0009421	Coma	2.99	2.6e-06	0.012	22.1	Antagonist
6197	1964	SCN8A	C0521592	Hypoaesthesia oral	4.29	1.7e-07	0.00083	27.3	Antagonist
6197	1313	SCN8A	C0085584	Encephalopathy	1.87	5.9e-06	0.046	20.5	Binding
6197	1063	SCN8A	C1306577	Death	2.87	2.6e-10	2.2e-06	40	Binding
6197	115	SCN8A	C0085631	Agitation	1.87	2.7e-06	0.021	22	Binding
6197	766	SCN8A	C0151560	Central nervous system stimulation	3.13	1.9e-08	9.4e-05	31.6	Antagonist
6197	1964	SCN8A	C0521592	Hypoaesthesia oral	5.53	5.5e-22	5.2e-18	92.9	Binding
6197	3580	SCN8A	C1325847	Sensitisation	5.15	3.2e-19	3.1e-15	80.3	Binding
6197	268	SCN8A	C0003578	Apnoea	2.88	5e-09	4.3e-05	34.2	Binding
6197	4166	SCN8A	C0344232	Vision blurred	2.12	1.2e-13	1.1e-09	55	Binding
6197	1213	SCN8A	C0013362	Dysarthria	3.2	8.7e-12	7.7e-08	46.6	Binding
6198	3220	SCN9A	C0700200	Presyncope	4.69	1.1e-11	5.7e-08	46.1	Antagonist
6198	3892	SCN9A	C0040264	Tinnitus	2.4	1.4e-06	0.011	23.3	Binding
6198	2604	SCN9A	C0231530	Muscle twitching	3.2	1.1e-06	0.005	23.8	Antagonist
6198	766	SCN9A	C0151560	Central nervous system stimulation	3.46	7.8e-12	6.9e-08	46.8	Binding
6198	972	SCN9A	C0036572	Convulsion	1.82	6e-06	0.046	20.5	Binding
6198	703	SCN9A	C0018790	Cardiac arrest	3.08	2.7e-06	0.012	22	Antagonist
6198	3447	SCN9A	C1145670	Respiratory failure	3.33	1.8e-07	0.0015	27.2	Binding
6198	2517	SCN9A	C0025637	Methaemoglobinaemia	4.76	6.8e-14	6.1e-10	56.1	Binding
6198	908	SCN9A	C0009421	Coma	2.99	2.6e-06	0.012	22.1	Antagonist
6198	2713	SCN9A	C0027769	Nervousness	2.25	7.1e-08	0.00058	29.1	Binding
6198	3580	SCN9A	C1325847	Sensitisation	4.1	4.7e-07	0.0022	25.4	Antagonist
6198	2243	SCN9A	C0022568	Keratitis	4.29	3.6e-09	3.1e-05	34.8	Binding
6198	1213	SCN9A	C0013362	Dysarthria	3.25	3e-08	0.00025	30.7	Binding
6198	4166	SCN9A	C0344232	Vision blurred	2.12	2.3e-09	2e-05	35.7	Binding
6198	2369	SCN9A	C0041657	Loss of consciousness	4.66	2.8e-10	2.4e-06	39.8	Binding
6198	2713	SCN9A	C0027769	Nervousness	2.17	8.4e-06	0.038	19.8	Antagonist
6198	2629	SCN9A	C0340515	Myocardial depression	5.46	6.5e-16	6e-12	65.3	Binding
6198	1964	SCN9A	C0521592	Hypoaesthesia oral	4.29	1.7e-07	0.00083	27.3	Antagonist
6198	1964	SCN9A	C0521592	Hypoaesthesia oral	5.27	7.2e-13	6.4e-09	51.5	Binding
6198	3447	SCN9A	C1145670	Respiratory failure	3.15	7.6e-06	0.034	20	Antagonist
6198	2604	SCN9A	C0231530	Muscle twitching	3.65	6.7e-10	5.8e-06	38.1	Binding
6198	703	SCN9A	C0018790	Cardiac arrest	3.43	2.2e-09	1.8e-05	35.8	Binding
6198	985	SCN9A	C0010034	Corneal disorder	4.71	4.1e-09	3.5e-05	34.6	Binding
6198	2629	SCN9A	C0340515	Myocardial depression	4.5	8.1e-10	4e-06	37.7	Antagonist
6198	908	SCN9A	C0009421	Coma	3.06	4.3e-08	0.00036	30	Binding
6198	3220	SCN9A	C0700200	Presyncope	5.59	4.4e-18	4.1e-14	75.2	Binding
6198	3580	SCN9A	C1325847	Sensitisation	4.79	1.2e-10	1e-06	41.5	Binding
6198	2049	SCN9A	C0151692	Impaired healing	3.64	1.4e-08	0.00012	32.1	Binding
6198	1213	SCN9A	C0013362	Dysarthria	3.18	5.9e-06	0.027	20.5	Antagonist
6198	2517	SCN9A	C0025637	Methaemoglobinaemia	3.84	7.2e-08	0.00034	29	Antagonist
6198	2369	SCN9A	C0041657	Loss of consciousness	3.9	1.4e-06	0.0067	23.2	Antagonist
6198	1530	SCN9A	C0854268	Foetal damage	5.39	2.8e-09	2.4e-05	35.3	Binding
6198	766	SCN9A	C0151560	Central nervous system stimulation	3.13	1.9e-08	9.4e-05	31.6	Antagonist
6199	1213	SCNN1A	C0013362	Dysarthria	3.15	7.5e-06	0.034	20.1	Antagonist
6199	908	SCNN1A	C0009421	Coma	2.96	3.4e-06	0.016	21.6	Antagonist
6199	4166	SCNN1A	C0344232	Vision blurred	2.08	1.8e-08	0.00015	31.7	Binding
6199	3580	SCNN1A	C1325847	Sensitisation	4.06	6.1e-07	0.0029	24.9	Antagonist
6199	1213	SCNN1A	C0013362	Dysarthria	3.18	1.3e-07	0.001	27.9	Binding
6199	2604	SCNN1A	C0231530	Muscle twitching	3.16	1.4e-06	0.0066	23.3	Antagonist
6199	2369	SCNN1A	C0041657	Loss of consciousness	4.79	1.2e-10	1e-06	41.5	Binding
6199	2604	SCNN1A	C0231530	Muscle twitching	3.75	2.6e-10	2.2e-06	40	Binding
6199	2517	SCNN1A	C0025637	Methaemoglobinaemia	4.9	2e-14	1.8e-10	58.5	Binding
6199	1964	SCNN1A	C0521592	Hypoaesthesia oral	4.24	2.2e-07	0.0011	26.8	Antagonist
6199	703	SCNN1A	C0018790	Cardiac arrest	3.53	8.4e-10	7.2e-06	37.7	Binding
6199	2243	SCNN1A	C0022568	Keratitis	4.41	1.6e-09	1.4e-05	36.4	Binding
6199	703	SCNN1A	C0018790	Cardiac arrest	3.04	3.5e-06	0.016	21.5	Antagonist
6199	2049	SCNN1A	C0151692	Impaired healing	3.74	6.4e-09	5.4e-05	33.7	Binding
6199	1964	SCNN1A	C0521592	Hypoaesthesia oral	5.42	2.4e-13	2.2e-09	53.6	Binding
6199	766	SCNN1A	C0151560	Central nervous system stimulation	3.1	2.8e-08	0.00013	30.9	Antagonist
6199	985	SCNN1A	C0010034	Corneal disorder	4.84	1.9e-09	1.6e-05	36.1	Binding
6199	766	SCNN1A	C0151560	Central nervous system stimulation	3.55	2.3e-12	2.1e-08	49.2	Binding
6199	3220	SCNN1A	C0700200	Presyncope	5.75	9.4e-19	8.8e-15	78.2	Binding
6199	2369	SCNN1A	C0041657	Loss of consciousness	3.85	1.8e-06	0.0084	22.8	Antagonist
6199	3447	SCNN1A	C1145670	Respiratory failure	3.42	8.5e-08	7e-04	28.7	Binding
6199	2629	SCNN1A	C0340515	Myocardial depression	5.61	1.7e-16	1.6e-12	67.9	Binding
6199	3220	SCNN1A	C0700200	Presyncope	4.63	1.7e-11	8.5e-08	45.3	Antagonist
6199	2713	SCNN1A	C0027769	Nervousness	2.32	2.3e-08	2e-04	31.2	Binding
6199	3580	SCNN1A	C1325847	Sensitisation	4.92	4.8e-11	4.2e-07	43.3	Binding
6199	2629	SCNN1A	C0340515	Myocardial depression	4.45	1.1e-09	5.6e-06	37.1	Antagonist
6199	3892	SCNN1A	C0040264	Tinnitus	2.47	5.9e-07	0.0048	24.9	Binding
6199	1530	SCNN1A	C0854268	Foetal damage	5.54	1.3e-09	1.2e-05	36.7	Binding
6199	908	SCNN1A	C0009421	Coma	3.14	1.8e-08	0.00015	31.7	Binding
6199	2517	SCNN1A	C0025637	Methaemoglobinaemia	3.8	9.5e-08	0.00046	28.5	Antagonist
6199	3447	SCNN1A	C1145670	Respiratory failure	3.11	9.6e-06	0.043	19.6	Antagonist
6200	3447	SCNN1B	C1145670	Respiratory failure	3.42	8.5e-08	7e-04	28.7	Binding
6200	2604	SCNN1B	C0231530	Muscle twitching	3.16	1.4e-06	0.0066	23.3	Antagonist
6200	3580	SCNN1B	C1325847	Sensitisation	4.92	4.8e-11	4.2e-07	43.3	Binding
6200	1964	SCNN1B	C0521592	Hypoaesthesia oral	5.42	2.4e-13	2.2e-09	53.6	Binding
6200	2517	SCNN1B	C0025637	Methaemoglobinaemia	4.9	2e-14	1.8e-10	58.5	Binding
6200	703	SCNN1B	C0018790	Cardiac arrest	3.53	8.4e-10	7.2e-06	37.7	Binding
6200	703	SCNN1B	C0018790	Cardiac arrest	3.04	3.5e-06	0.016	21.5	Antagonist
6200	2049	SCNN1B	C0151692	Impaired healing	3.74	6.4e-09	5.4e-05	33.7	Binding
6200	1964	SCNN1B	C0521592	Hypoaesthesia oral	4.24	2.2e-07	0.0011	26.8	Antagonist
6200	2629	SCNN1B	C0340515	Myocardial depression	4.45	1.1e-09	5.6e-06	37.1	Antagonist
6200	1530	SCNN1B	C0854268	Foetal damage	5.54	1.3e-09	1.2e-05	36.7	Binding
6200	3447	SCNN1B	C1145670	Respiratory failure	3.11	9.6e-06	0.043	19.6	Antagonist
6200	3580	SCNN1B	C1325847	Sensitisation	4.06	6.1e-07	0.0029	24.9	Antagonist
6200	2517	SCNN1B	C0025637	Methaemoglobinaemia	3.8	9.5e-08	0.00046	28.5	Antagonist
6200	2369	SCNN1B	C0041657	Loss of consciousness	4.79	1.2e-10	1e-06	41.5	Binding
6200	4166	SCNN1B	C0344232	Vision blurred	2.08	1.8e-08	0.00015	31.7	Binding
6200	908	SCNN1B	C0009421	Coma	2.96	3.4e-06	0.016	21.6	Antagonist
6200	908	SCNN1B	C0009421	Coma	3.14	1.8e-08	0.00015	31.7	Binding
6200	2629	SCNN1B	C0340515	Myocardial depression	5.61	1.7e-16	1.6e-12	67.9	Binding
6200	3892	SCNN1B	C0040264	Tinnitus	2.47	5.9e-07	0.0048	24.9	Binding
6200	2604	SCNN1B	C0231530	Muscle twitching	3.75	2.6e-10	2.2e-06	40	Binding
6200	766	SCNN1B	C0151560	Central nervous system stimulation	3.55	2.3e-12	2.1e-08	49.2	Binding
6200	1213	SCNN1B	C0013362	Dysarthria	3.18	1.3e-07	0.001	27.9	Binding
6200	2713	SCNN1B	C0027769	Nervousness	2.32	2.3e-08	2e-04	31.2	Binding
6200	766	SCNN1B	C0151560	Central nervous system stimulation	3.1	2.8e-08	0.00013	30.9	Antagonist
6200	1213	SCNN1B	C0013362	Dysarthria	3.15	7.5e-06	0.034	20.1	Antagonist
6200	3220	SCNN1B	C0700200	Presyncope	5.75	9.4e-19	8.8e-15	78.2	Binding
6200	2243	SCNN1B	C0022568	Keratitis	4.41	1.6e-09	1.4e-05	36.4	Binding
6200	985	SCNN1B	C0010034	Corneal disorder	4.84	1.9e-09	1.6e-05	36.1	Binding
6200	2369	SCNN1B	C0041657	Loss of consciousness	3.85	1.8e-06	0.0084	22.8	Antagonist
6200	3220	SCNN1B	C0700200	Presyncope	4.63	1.7e-11	8.5e-08	45.3	Antagonist
6201	2604	SCNN1D	C0231530	Muscle twitching	3.8	5.8e-11	5.1e-07	42.9	Binding
6201	1530	SCNN1D	C0854268	Foetal damage	5.35	3.5e-09	2.9e-05	34.9	Binding
6201	703	SCNN1D	C0018790	Cardiac arrest	3.72	1.6e-11	1.4e-07	45.4	Binding
6201	3447	SCNN1D	C1145670	Respiratory failure	3.2	2.4e-06	0.011	22.3	Antagonist
6201	3892	SCNN1D	C0040264	Tinnitus	2.46	4e-07	0.0032	25.7	Binding
6201	2604	SCNN1D	C0231530	Muscle twitching	3.23	3.8e-07	0.0018	25.8	Antagonist
6201	2629	SCNN1D	C0340515	Myocardial depression	5.71	1e-17	9.6e-14	73.5	Binding
6201	908	SCNN1D	C0009421	Coma	3.16	6.6e-09	5.6e-05	33.6	Binding
6201	766	SCNN1D	C0151560	Central nervous system stimulation	3.55	8.9e-13	7.9e-09	51.1	Binding
6201	766	SCNN1D	C0151560	Central nervous system stimulation	3.12	1.1e-08	5.2e-05	32.7	Antagonist
6201	4166	SCNN1D	C0344232	Vision blurred	2.14	1.1e-09	9.2e-06	37.2	Binding
6201	2243	SCNN1D	C0022568	Keratitis	4.54	1.6e-10	1.4e-06	40.9	Binding
6201	1964	SCNN1D	C0521592	Hypoaesthesia oral	4.43	2e-08	9.7e-05	31.5	Antagonist
6201	3220	SCNN1D	C0700200	Presyncope	5.82	6.3e-20	6e-16	83.5	Binding
6201	3220	SCNN1D	C0700200	Presyncope	4.73	1.7e-12	8.7e-09	49.8	Antagonist
6201	985	SCNN1D	C0010034	Corneal disorder	4.68	5e-09	4.2e-05	34.2	Binding
6201	2629	SCNN1D	C0340515	Myocardial depression	4.58	1.1e-10	5.5e-07	41.6	Antagonist
6201	3580	SCNN1D	C1325847	Sensitisation	5.07	3.2e-12	2.9e-08	48.6	Binding
6201	908	SCNN1D	C0009421	Coma	3.01	1.1e-06	0.0051	23.7	Antagonist
6201	2049	SCNN1D	C0151692	Impaired healing	3.23	4.4e-06	0.02	21.1	Antagonist
6201	2713	SCNN1D	C0027769	Nervousness	2.13	1e-05	0.045	19.5	Antagonist
6201	2243	SCNN1D	C0022568	Keratitis	3.75	3.1e-06	0.014	21.7	Antagonist
6201	2517	SCNN1D	C0025637	Methaemoglobinaemia	3.91	1.5e-08	7.1e-05	32.1	Antagonist
6201	4166	SCNN1D	C0344232	Vision blurred	1.98	1.2e-06	0.0055	23.6	Antagonist
6201	2713	SCNN1D	C0027769	Nervousness	2.29	2.6e-08	0.00022	31	Binding
6201	2369	SCNN1D	C0041657	Loss of consciousness	4.03	2.2e-07	0.001	26.9	Antagonist
6201	2517	SCNN1D	C0025637	Methaemoglobinaemia	4.97	2.1e-15	1.9e-11	63	Binding
6201	1213	SCNN1D	C0013362	Dysarthria	3.24	1.8e-06	0.0084	22.8	Antagonist
6201	1964	SCNN1D	C0521592	Hypoaesthesia oral	5.56	1.3e-14	1.1e-10	59.5	Binding
6201	268	SCNN1D	C0003578	Apnoea	2.9	2.7e-06	0.021	22	Binding
6201	703	SCNN1D	C0018790	Cardiac arrest	3.11	1e-06	0.0047	23.9	Antagonist
6201	2049	SCNN1D	C0151692	Impaired healing	3.82	1.2e-09	1e-05	37	Binding
6201	3447	SCNN1D	C1145670	Respiratory failure	3.49	2e-08	0.00017	31.5	Binding
6201	3580	SCNN1D	C1325847	Sensitisation	4.24	6.2e-08	3e-04	29.3	Antagonist
6201	1213	SCNN1D	C0013362	Dysarthria	3.22	3.8e-08	0.00031	30.3	Binding
6201	2369	SCNN1D	C0041657	Loss of consciousness	4.94	8.5e-12	7.5e-08	46.6	Binding
6202	1530	SCNN1G	C0854268	Foetal damage	5.54	1.3e-09	1.2e-05	36.7	Binding
6202	2604	SCNN1G	C0231530	Muscle twitching	3.75	2.6e-10	2.2e-06	40	Binding
6202	908	SCNN1G	C0009421	Coma	2.96	3.4e-06	0.016	21.6	Antagonist
6202	2049	SCNN1G	C0151692	Impaired healing	3.74	6.4e-09	5.4e-05	33.7	Binding
6202	2629	SCNN1G	C0340515	Myocardial depression	4.45	1.1e-09	5.6e-06	37.1	Antagonist
6202	3892	SCNN1G	C0040264	Tinnitus	2.47	5.9e-07	0.0048	24.9	Binding
6202	3220	SCNN1G	C0700200	Presyncope	4.63	1.7e-11	8.5e-08	45.3	Antagonist
6202	4166	SCNN1G	C0344232	Vision blurred	2.08	1.8e-08	0.00015	31.7	Binding
6202	1213	SCNN1G	C0013362	Dysarthria	3.15	7.5e-06	0.034	20.1	Antagonist
6202	2517	SCNN1G	C0025637	Methaemoglobinaemia	4.9	2e-14	1.8e-10	58.5	Binding
6202	3220	SCNN1G	C0700200	Presyncope	5.75	9.4e-19	8.8e-15	78.2	Binding
6202	908	SCNN1G	C0009421	Coma	3.14	1.8e-08	0.00015	31.7	Binding
6202	3447	SCNN1G	C1145670	Respiratory failure	3.42	8.5e-08	7e-04	28.7	Binding
6202	3447	SCNN1G	C1145670	Respiratory failure	3.11	9.6e-06	0.043	19.6	Antagonist
6202	766	SCNN1G	C0151560	Central nervous system stimulation	3.1	2.8e-08	0.00013	30.9	Antagonist
6202	2243	SCNN1G	C0022568	Keratitis	4.41	1.6e-09	1.4e-05	36.4	Binding
6202	2604	SCNN1G	C0231530	Muscle twitching	3.16	1.4e-06	0.0066	23.3	Antagonist
6202	3580	SCNN1G	C1325847	Sensitisation	4.92	4.8e-11	4.2e-07	43.3	Binding
6202	2713	SCNN1G	C0027769	Nervousness	2.32	2.3e-08	2e-04	31.2	Binding
6202	1964	SCNN1G	C0521592	Hypoaesthesia oral	5.42	2.4e-13	2.2e-09	53.6	Binding
6202	2369	SCNN1G	C0041657	Loss of consciousness	4.79	1.2e-10	1e-06	41.5	Binding
6202	985	SCNN1G	C0010034	Corneal disorder	4.84	1.9e-09	1.6e-05	36.1	Binding
6202	703	SCNN1G	C0018790	Cardiac arrest	3.53	8.4e-10	7.2e-06	37.7	Binding
6202	766	SCNN1G	C0151560	Central nervous system stimulation	3.55	2.3e-12	2.1e-08	49.2	Binding
6202	1213	SCNN1G	C0013362	Dysarthria	3.18	1.3e-07	0.001	27.9	Binding
6202	2369	SCNN1G	C0041657	Loss of consciousness	3.85	1.8e-06	0.0084	22.8	Antagonist
6202	2517	SCNN1G	C0025637	Methaemoglobinaemia	3.8	9.5e-08	0.00046	28.5	Antagonist
6202	1964	SCNN1G	C0521592	Hypoaesthesia oral	4.24	2.2e-07	0.0011	26.8	Antagonist
6202	703	SCNN1G	C0018790	Cardiac arrest	3.04	3.5e-06	0.016	21.5	Antagonist
6202	3580	SCNN1G	C1325847	Sensitisation	4.06	6.1e-07	0.0029	24.9	Antagonist
6202	2629	SCNN1G	C0340515	Myocardial depression	5.61	1.7e-16	1.6e-12	67.9	Binding
981	1946	SERPINA6	C0020555	Hypertrichosis	35.13	1.3e-88	1.3e-84	398.2	Binding
981	2488	SERPINA6	C0025345	Menstrual disorder	5.89	9.4e-16	8.7e-12	64.5	Binding
981	159	SERPINA6	C0002453	Amenorrhoea	4.49	2.6e-07	0.0021	26.5	Binding
981	3656	SERPINA6	C0152459	Skin striae	55.05	1e-140	1e-136	637.8	Binding
981	2605	SERPINA6	C0151786	Muscular weakness	8.56	4.6e-19	4.3e-15	79.6	Binding
981	2793	SERPINA6	C0013604	Oedema	4.01	7.3e-11	6.3e-07	42.4	Binding
981	1912	SERPINA6	C0020456	Hyperglycaemia	5.79	2.7e-16	2.5e-12	67	Binding
981	3627	SERPINA6	C0151514	Skin atrophy	43.41	2.8e-110	2.8e-106	497.8	Binding
981	2891	SERPINA6	C0029456	Osteoporosis	38.21	1.5e-104	1.5e-100	471.5	Binding
981	3830	SERPINA6	C0039446	Telangiectasia	46.1	4e-98	4e-94	442	Binding
981	3790	SERPINA6	C0038826	Superinfection	26.58	3.9e-50	3.9e-46	221.7	Binding
981	1096	SERPINA6	C0011570	Depression	3.18	1.3e-06	0.01	23.5	Binding
981	46	SERPINA6	C0702166	Acne	17.23	2.1e-38	2e-34	168	Binding
981	1317	SERPINA6	C0014130	Endocrine disorder	5.41	1.1e-15	9.9e-12	64.3	Binding
981	1022	SERPINA6	C0332601	Cushingoid	36.74	2.1e-100	2.1e-96	452.4	Binding
981	3014	SERPINA6	C0030920	Peptic ulcer	15.83	5.9e-29	5.7e-25	124.7	Binding
981	1396	SERPINA6	C0235146	Euphoric mood	5.74	3.8e-09	3.3e-05	34.7	Binding
4796	3601	SIGMAR1	C0036974	Shock	3.22	4.9e-06	0.038	20.9	Binding
4796	1091	SIGMAR1	C0439857	Dependence	4.17	3.5e-14	3.2e-10	57.4	Binding
4796	2008	SIGMAR1	C0413252	Hypothermia	3.26	2.5e-09	2.1e-05	35.6	Binding
4796	3442	SIGMAR1	C0235063	Respiratory depression	5.1	7.3e-11	3.6e-07	42.4	Antagonist
4796	787	SIGMAR1	C0007820	Cerebrovascular disorder	4.93	2.2e-10	1.9e-06	40.2	Binding
4796	1193	SIGMAR1	C0013220	Drug tolerance	5.79	3e-09	2.6e-05	35.2	Binding
4796	430	SIGMAR1	C0151824	Biliary colic	14.58	6.8e-35	6.6e-31	151.9	Binding
4796	2825	SIGMAR1	C0028961	Oliguria	5.21	2.2e-10	1.9e-06	40.3	Binding
4796	2196	SIGMAR1	C0151740	Intracranial pressure increased	7.35	1.4e-19	1.3e-15	81.9	Binding
4796	1106	SIGMAR1	C0011616	Dermatitis contact	4.7	1.1e-11	9.8e-08	46.1	Binding
4796	441	SIGMAR1	C0005686	Bladder disorder	4.13	1.4e-06	0.011	23.2	Binding
4796	2536	SIGMAR1	C0026205	Miosis	7.12	3.9e-28	3.8e-24	120.9	Binding
4796	4010	SIGMAR1	C0948226	Ureteral spasm	16.89	5.8e-41	5.7e-37	179.6	Binding
4796	1199	SIGMAR1	C0043352	Dry mouth	1.87	1.1e-06	0.0084	23.8	Binding
4796	2536	SIGMAR1	C0026205	Miosis	7.6	4.6e-14	2.3e-10	56.9	Antagonist
4796	2141	SIGMAR1	C0521498	Injection site irritation	7.1	2.6e-15	2.4e-11	62.5	Binding
4796	4230	SIGMAR1	C0038587	Withdrawal syndrome	10.35	6.1e-22	5.8e-18	92.7	Binding
4796	3442	SIGMAR1	C0235063	Respiratory depression	4.05	3.6e-16	3.3e-12	66.4	Binding
4796	2146	SIGMAR1	C0151828	Injection site pain	2.76	2.9e-06	0.022	21.9	Binding
6421	1986	SLC10A2	C0020621	Hypokalaemia	4.46	1.2e-06	0.0054	23.7	Antagonist
6421	2938	SLC10A2	C0030305	Pancreatitis	4.77	2.9e-07	0.0014	26.3	Antagonist
6421	2938	SLC10A2	C0030305	Pancreatitis	4.75	3.3e-07	0.0027	26.1	Binding
6425	1370	SLC12A1	C0242350	Erectile dysfunction	4.34	5.2e-07	0.0042	25.2	Binding
6425	584	SLC12A1	C0005956	Bone marrow disorder	3.78	9.5e-07	0.0076	24	Binding
6425	1297	SLC12A1	C0342579	Electrolyte imbalance	9.79	2.7e-22	2.5e-18	94.3	Binding
6425	3333	SLC12A1	C0268104	Purine metabolism disorder	38.3	3.7e-73	3.6e-69	327.3	Binding
6425	2938	SLC12A1	C0030305	Pancreatitis	15.62	1.5e-34	1.5e-30	150.3	Binding
6425	1696	SLC12A1	C0018099	Gout	23.15	1.3e-52	1.3e-48	233	Binding
6425	1986	SLC12A1	C0020621	Hypokalaemia	17.39	2.7e-52	2.7e-48	231.6	Binding
6425	500	SLC12A1	C0018939	Blood disorder	3.67	1.4e-09	1.2e-05	36.6	Binding
6425	3089	SLC12A1	C0162830	Photosensitivity reaction	6.47	1.1e-14	1e-10	59.7	Binding
6436	1346	SLC15A2	C0014457	Eosinophilia	32.63	4.6e-82	4.5e-78	368.2	Binding
6436	2736	SLC15A2	C0027947	Neutropenia	11.79	5e-21	4.8e-17	88.5	Binding
6436	1811	SLC15A2	C0235996	Hepatic enzyme increased	9.99	2.8e-19	1.4e-15	80.6	Antagonist
6436	1346	SLC15A2	C0014457	Eosinophilia	31.93	2.9e-80	1.5e-76	359.9	Antagonist
6436	1811	SLC15A2	C0235996	Hepatic enzyme increased	10.75	6.4e-21	6.1e-17	88	Binding
6436	2309	SLC15A2	C0023530	Leukopenia	6.05	9.1e-10	4.5e-06	37.5	Antagonist
